ID	N1	N2	N3	CA4	CA5	CA6	N7	N8	N9	N10	CA11	CA12	CA13	CA14
NM_001190458	131	200	616	103	16	36	1174	640	1020	581	561	995	2311	3841
NM_001190463	13	14	27	7	6	3	18	22	43	3	24	15	6	63
NM_001190470	3392	2248	4985	2821	194	12365	45790	35131	45475	27229	46938	17318	29261	102813
NM_001190472	171	57	152	186	23	904	4140	2754	7752	2321	3809	1561	2292	7351
NM_001190481	12	51	124	287	3	345	37	29	27	34	296	490	424	1115
NM_001190482	128	135	239	65	94	11	754	500	1730	391	811	648	264	1408
NM_001190484	6	3	20	4	0	0	5	2	10	82	23	17	5	0
NM_001190487	874	442	815	611	29	2713	10905	7666	25149	5774	10690	4907	6916	22736
NM_001190702	5616	3456	6554	4400	452	22050	99391	76978	235579	54067	104160	49518	68573	229751
NM_001190707	107	69	330	292	617	2350	339	122	398	263	809	2090	1254	1644
NM_001190708	904	463	757	616	38	2466	10224	7399	25042	4799	11232	4824	7490	24429
NM_001190709	0	35	36	12	9	19	15	26	135	24	114	1117	0	39
NM_001190716	499	508	978	667	1548	557	1327	812	2002	638	1666	3234	2072	4227
NM_001190720	288	248	635	320	149	625	592	294	628	241	675	1028	886	2055
NM_001190723	61	52	89	36	124	83	172	73	277	40	132	375	167	314
NM_001190726	135	143	526	51	11	13	319	230	510	107	267	196	115	590
NM_001190728	12	23	22	6	1	0	48	67	122	23	63	25	44	195
NM_001190729	12	23	22	6	1	0	56	72	125	25	69	32	49	202
NM_001190730	3	16	17	3	0	3	36	52	82	17	46	27	38	154
NM_001190737	335	184	855	140	4	598	854	531	1209	209	584	436	71	2524
NM_001190738	330	180	849	139	4	596	822	497	1152	207	558	415	70	2437
NM_001190764	90	70	168	197	373	73	18	31	80	12	95	110	158	126
NM_001190789	170	356	630	378	31	120	448	280	591	362	403	1201	794	4306
NM_001190791	226	192	408	201	95	167	516	318	661	213	656	927	604	1570
NM_001190794	174	358	633	383	34	121	460	286	618	383	411	1295	863	4453
NM_001190796	450	397	1441	497	24	252	652	443	872	423	617	1637	1109	1196
NM_001190799	13	40	92	163	18	61	66	33	95	61	319	157	623	623
NM_001190801	13	35	89	158	1	59	68	32	95	59	312	147	602	597
NM_001190807	464	368	711	348	93	122	552	551	1980	273	924	380	526	1655
NM_001190809	87	66	147	88	7	35	146	109	418	54	229	221	292	505
NM_001190810	11	22	34	17	18	42	41	39	119	19	40	76	41	127
NM_001190810	15	24	38	15	23	48	41	39	119	19	40	76	41	127
NM_001190818	4	14	36	135	18	127	35	17	36	23	252	392	227	1038
NM_001190819	4	14	36	135	18	127	35	17	36	23	252	392	226	1031
NM_001190821	140	184	326	87	120	98	317	244	621	138	544	856	444	959
NM_001190822	130	176	317	84	79	98	247	205	480	117	463	609	335	754
NM_001190823	128	173	317	83	79	98	231	199	452	111	431	558	328	714
NM_001190826	122	134	517	239	14	112	247	173	548	98	261	183	372	939
NM_001190827	112	123	490	217	27	107	222	157	483	84	235	144	345	855
NM_001190828	93	74	274	55	2	31	305	162	378	128	205	287	249	1103
NM_001190836	755	689	1505	1010	692	890	1527	1070	2449	449	2628	5563	1861	4381
NM_001190837	732	673	1462	989	640	890	1508	1069	2400	449	2593	5517	1849	4341
NM_001190839	6392	3795	8396	2064	211	1107	3247	4513	9803	1183	7381	2966	1357	12165
NM_001190847	121	119	315	158	12	153	288	166	509	139	314	314	199	698
NM_001190848	58	59	207	76	3	31	298	195	592	131	308	293	220	675
NM_001190849	123	121	327	163	20	154	293	165	530	138	321	320	202	712
NM_001190850	123	121	327	163	20	154	293	167	530	139	321	320	202	713
NM_001190860	18	69	73	13	19	5	130	71	335	62	173	104	52	262
NM_001190864	232	334	802	296	19	288	670	559	1294	375	1158	661	799	1629
NM_001190879	165	180	540	157	16	135	625	470	1488	233	669	288	656	1414
NM_001190880	241	163	329	115	165	138	266	255	773	35	428	136	127	722
NM_001190881	128	139	460	118	10	127	527	392	1253	210	548	272	580	1191
NM_001190882	152	168	506	140	16	130	598	440	1414	222	625	284	637	1358
NM_001190918	261	189	354	103	85	15	425	296	928	80	379	724	218	569
NM_001190919	276	200	369	119	99	20	422	294	923	80	383	675	210	559
NM_001190942	1263	1596	3975	2138	282	2760	2253	991	1985	1085	1779	17254	12659	15703
NM_001190943	70	95	177	112	4	48	271	128	224	116	270	2534	1468	2123
NM_001190945	132	125	360	188	74	78	355	165	340	169	219	244	375	1069
NM_001190946	104	86	185	60	253	333	339	241	643	133	315	709	164	970
NM_001190947	123	111	330	180	67	78	307	142	314	146	190	198	330	903
NM_001190964	764	767	2205	358	32	946	2778	2282	6115	1563	3225	3351	2876	6367
NM_001190965	766	769	2204	358	33	944	2772	2273	6108	1564	3224	3348	2880	6349
NM_001190971	6	18	16	0	0	0	17	21	321	11	26	0	0	8
NM_001190972	20	26	60	7	2	0	35	34	162	22	59	6	4	60
NM_001190977	101	92	331	90	8	78	153	108	334	99	263	125	154	389
NM_001190979	115	101	347	97	10	87	165	113	371	105	285	152	163	422
NM_001190980	15	7	28	7	4	19	140	80	423	71	117	145	123	317
NM_001190981	2018	2172	10199	860	42	432	9135	5345	15615	3147	9062	3746	2632	16288
NM_001190983	209	174	545	194	69	107	285	180	534	97	368	380	260	701
NM_001190986	100	348	3798	30	2	15	1016	176	187	3874	30	0	0	1076
NM_001190987	1155	1206	4923	1410	129	3792	1306	1030	3062	628	1857	1315	1379	3661
NM_001190991	420	473	845	360	590	207	373	444	1000	205	502	494	356	1275
NM_001190992	293	484	1024	219	49	97	1276	1009	1851	352	1354	1508	971	2699
NM_001190995	607	526	1748	504	20	554	685	622	1415	312	1062	706	1018	2079
NM_001190996	804	887	1901	2041	182	1705	840	709	1478	507	1822	2709	665	2819
NM_001191	460	526	938	663	994	266	870	802	1420	396	1347	2214	1879	3079
NM_001191002	757	651	1282	649	864	464	597	418	1349	344	979	2047	637	2076
NM_001191003	716	623	1300	625	114	437	644	457	1468	385	1028	2165	710	2211
NM_001191005	453	668	1463	650	44	365	803	734	1477	452	1248	744	1095	2486
NM_001191006	653	651	1895	775	41	481	842	692	1539	383	1278	744	1136	2421
NM_001191007	635	638	1866	758	41	462	811	666	1478	376	1256	717	1123	2331
NM_001191009	626	616	1843	741	41	461	772	631	1403	363	1186	682	1083	2226
NM_001191013	100	97	115	114	24	86	91	80	251	85	218	303	211	364
NM_001191014	106	111	121	124	20	86	98	84	262	85	234	336	254	399
NM_001191015	99	101	115	115	18	82	90	79	240	82	216	291	209	354
NM_001191022	336	339	885	386	111	514	647	377	835	257	803	741	916	2067
NM_001191028	412	326	1195	685	79	561	879	465	1294	294	1231	1691	843	2534
NM_001191029	134	128	335	28	67	19	98	64	141	6	32	6	8	20
NM_001191030	134	128	336	28	67	19	98	64	141	6	33	6	8	20
NM_001191031	134	127	331	28	67	19	96	62	135	6	32	6	8	20
NM_001191033	17	22	53	28	52	57	46	11	58	23	50	228	285	257
NM_001191035	221	304	884	60	4	43	541	439	1519	271	553	240	231	795
NM_001191036	222	303	883	60	4	43	540	424	1487	269	548	234	231	791
NM_001191037	456	708	1391	617	59	809	1550	1160	1782	604	3081	1938	3448	4664
NM_001191049	1251	1315	2630	568	51	647	4070	4158	7270	1435	6585	4249	2418	9098
NM_001191060	33	44	70	35	117	50	104	43	101	39	170	200	159	421
NM_001191061	33	41	70	35	117	50	98	42	101	38	170	201	158	413
NM_001191320	35	23	53	1	0	0	49	66	237	12	98	12	4	49
NM_001191321	36	23	53	1	0	0	49	68	243	12	98	12	4	50
NM_001191322	99	172	1346	482	65	117	585	329	283	160	1549	1561	361	3145
NM_001191323	100	174	1352	483	104	117	592	338	286	161	1569	1615	368	3220
NM_001191324	126	160	657	264	18	113	348	308	729	227	481	100	518	686
NM_001192	92	51	295	27	2	4	132	139	368	41	25	2	11	458
NM_001193267	138	121	392	140	74	167	265	189	498	123	182	359	299	939
NM_001193268	335	306	797	496	269	401	498	359	825	170	745	1052	884	1727
NM_001193269	335	306	797	496	269	401	498	360	825	170	745	1052	884	1727
NM_001193270	180	190	464	174	214	127	370	253	489	157	580	389	321	1410
NM_001193272	172	196	506	229	20	103	436	322	926	158	780	576	632	1443
NM_001193273	174	199	509	233	20	103	442	320	944	160	786	571	629	1451
NM_001193277	135	110	409	365	21	469	412	230	427	216	1338	2373	1217	4450
NM_001193278	2	9	39	37	7	0	152	68	139	85	580	1399	514	1771
NM_001193279	2	8	38	37	7	0	151	68	138	85	576	1397	512	1766
NM_001193280	2	8	37	30	7	0	131	63	132	82	518	1272	458	1636
NM_001193281	2	6	14	15	7	0	95	32	80	44	316	945	277	987
NM_001193285	47	44	141	64	358	67	93	68	188	40	153	272	169	339
NM_001193286	195	211	355	279	1317	188	409	435	855	232	1083	1128	470	1732
NM_001193289	4	58	21	13	6	8	34	20	36	71	479	97	498	80
NM_001193300	86	102	222	178	136	84	245	176	350	171	370	419	1252	1564
NM_001193301	84	98	218	173	124	82	242	172	338	169	360	402	1191	1534
NM_001193302	79	96	211	157	125	84	229	158	323	162	338	374	1147	1436
NM_001193304	479	468	1124	586	248	587	935	606	1118	356	1277	1589	1368	2976
NM_001193306	152	324	452	201	56	12	423	223	549	406	358	292	87	861
NM_001193307	143	428	1291	631	33	540	989	1069	1771	1825	2898	3530	4222	3153
NM_001193308	238	208	426	200	523	682	646	454	870	410	943	1677	995	1757
NM_001193311	10	5	33	26	5	11	39	12	25	5	32	271	13	72
NM_001193312	10	5	32	26	5	11	34	12	21	5	32	260	9	66
NM_001193313	10	5	33	26	5	11	39	12	24	5	32	270	13	72
NM_001193314	168	135	290	234	10	200	310	161	564	119	332	485	337	857
NM_001193315	168	133	286	229	10	199	300	148	541	111	320	471	314	823
NM_001193316	164	131	281	217	10	199	284	141	496	95	294	451	295	786
NM_001193317	168	133	286	231	10	200	305	153	550	111	322	480	323	838
NM_001193318	1	3	1	0	13	19	2	6	2	0	41	44	23	120
NM_001193321	123	92	276	94	105	48	424	181	484	106	255	875	452	1263
NM_001193322	127	92	282	95	108	48	429	177	503	109	265	881	483	1330
NM_001193328	121	89	234	159	115	485	119	54	241	31	221	200	123	397
NM_001193329	446	316	573	647	156	543	422	445	1278	392	1336	2320	1493	1230
NM_001193331	13	22	27	16	6	15	86	77	239	32	142	224	157	245
NM_001193333	287	545	1290	220	678	93	1553	494	1000	556	473	1015	1318	3140
NM_001193334	385	244	941	345	55	96	911	497	1347	336	1009	918	488	1756
NM_001193335	866	218	1986	171	6	77	827	1155	2521	408	685	423	128	1751
NM_001193338	91	86	434	144	19	36	233	90	133	55	47	47	28	304
NM_001193339	14	11	31	4	0	2	34	9	69	6	15	24	2	26
NM_001193340	25	26	55	10	0	13	44	18	85	7	28	31	6	44
NM_001193342	14	12	30	4	0	3	33	10	69	6	11	21	2	26
NM_001193343	318	240	457	306	686	368	302	236	703	172	502	420	481	1220
NM_001193347	292	324	1298	90	0	77	1135	742	1436	364	658	369	248	2205
NM_001193348	292	322	1292	90	0	77	1093	731	1405	353	640	364	246	2139
NM_001193349	292	320	1289	90	0	77	1086	722	1398	352	624	361	244	2114
NM_001193350	305	333	1372	99	3	79	1199	786	1549	368	692	397	258	2315
NM_001193357	255	294	673	633	396	586	558	376	767	246	1002	2066	1250	3145
NM_001193360	201	234	465	171	25	95	375	375	790	171	638	399	365	1119
NM_001193361	198	231	458	170	25	95	371	371	777	170	628	395	359	1103
NM_001193362	198	235	464	172	29	95	374	378	791	171	640	399	363	1115
NM_001193363	195	232	457	171	29	95	370	374	778	170	630	395	357	1099
NM_001193369	380	379	1050	343	811	320	1253	792	1859	418	1265	2534	2154	3399
NM_001193370	326	294	856	210	323	179	1063	627	1641	336	1060	1724	1493	2721
NM_001193375	337	331	319	476	2073	284	519	590	1228	267	1251	786	802	1798
NM_001193379	75	107	165	114	362	129	183	159	429	112	320	251	296	691
NM_001193380	27	30	44	18	44	84	66	36	181	32	94	434	65	403
NM_001193388	75	64	158	96	81	78	215	76	314	66	149	416	337	724
NM_001193389	67	58	153	94	75	75	138	61	200	57	115	338	307	614
NM_001193397	520	607	1049	689	962	677	1072	781	2017	584	2023	2682	2296	3549
NM_001193416	4274	4266	13201	4994	1323	3131	6664	4461	11517	3184	9906	7203	8798	14767
NM_001193417	4249	4241	13143	4975	1323	3130	6556	4423	11349	3165	9734	7170	8629	14529
NM_001193421	200	160	552	84	25	159	646	315	658	240	633	869	443	1411
NM_001193424	33	53	139	107	6	62	94	85	219	66	268	157	311	815
NM_001193425	33	53	139	107	6	62	94	85	219	66	268	156	311	816
NM_001193426	23	30	106	80	2	40	69	50	158	48	201	134	213	612
NM_001193427	23	30	106	80	2	40	69	50	158	48	201	133	213	613
NM_001193431	32	61	207	13	0	5	285	252	436	132	177	104	479	727
NM_001193434	609	924	2402	35	7	1	719	724	1166	288	378	0	1	844
NM_001193435	597	903	2345	34	7	1	640	641	1074	241	349	0	1	768
NM_001193451	186	168	960	11	0	63	1341	636	1379	309	878	927	63	680
NM_001193452	296	376	462	182	252	247	233	206	602	126	367	401	208	486
NM_001193453	90	62	164	43	4	33	129	98	334	43	90	115	104	737
NM_001193455	436	501	1207	962	234	855	572	380	939	262	1234	1320	2398	3520
NM_001193457	123	95	220	36	77	53	99	62	252	36	127	220	118	480
NM_001193460	176	298	827	121	49	27	458	332	566	127	505	853	84	1319
NM_001193461	176	297	822	118	44	27	443	327	554	124	495	814	72	1276
NM_001193464	149	155	435	76	0	31	353	247	1260	150	344	139	105	265
NM_001193465	174	194	593	188	54	195	732	516	1370	301	884	1195	1023	1951
NM_001193466	173	192	592	188	54	191	725	514	1364	294	872	1193	1019	1945
NM_001193471	47	77	166	16	1	4	88	46	172	30	48	25	5	33
NM_001193472	45	72	159	14	1	4	86	42	160	27	48	25	5	33
NM_001193473	42	70	154	15	1	4	75	38	154	26	38	23	5	23
NM_001193475	158	123	438	112	44	149	280	158	712	143	211	541	501	936
NM_001193478	111	118	248	59	6	61	82	63	197	43	103	89	59	162
NM_001193482	189	297	1315	430	94	208	903	699	1170	543	1492	1227	1080	3290
NM_001193483	189	297	1325	430	103	208	929	723	1187	546	1507	1366	1117	3410
NM_001193484	191	297	1336	437	109	212	926	705	1188	549	1499	1238	1086	3324
NM_001193485	191	298	1317	430	97	208	911	703	1177	544	1495	1227	1082	3291
NM_001193487	0	12	6	11	0	2	18	47	76	10	21	31	5	39
NM_001193488	189	298	1315	431	103	208	906	705	1174	547	1495	1238	1086	3316
NM_001193489	461	545	1851	261	9	195	1679	1359	3345	697	1586	1126	1184	3270
NM_001193493	411	360	752	326	84	26	655	693	1113	228	622	2232	691	1823
NM_001193495	1140	1430	3160	1369	99	1119	5382	3551	6555	1784	7763	9510	26176	19616
NM_001193508	233	206	971	315	8	321	1506	1173	2687	784	1566	1554	2150	3125
NM_001193509	125	138	324	97	5	77	340	162	431	105	534	204	399	749
NM_001193511	334	212	431	211	80	322	204	179	560	62	209	403	81	433
NM_001193513	203	322	660	322	5	186	734	694	1437	378	1062	816	1223	2292
NM_001193514	202	322	658	320	5	186	717	688	1417	371	1055	790	1184	2221
NM_001193515	197	318	652	308	5	186	716	687	1379	376	1031	763	1176	2234
NM_001193517	1571	1707	3816	2183	118	815	1905	1248	3404	808	2452	2766	2419	3848
NM_001193520	30	29	74	43	78	252	82	88	79	56	169	575	219	168
NM_001193521	30	30	73	43	79	252	85	91	81	54	167	561	214	168
NM_001193522	141	118	305	135	174	134	285	183	483	88	388	818	615	1507
NM_001193523	137	117	304	135	163	135	291	187	492	88	386	817	616	1510
NM_001193524	137	116	304	136	165	134	284	182	486	87	384	818	616	1506
NM_001193528	127	151	517	253	7	137	172	202	527	120	373	143	237	984
NM_001193529	38	52	86	9	0	21	38	17	123	13	46	13	15	36
NM_001193530	37	58	92	9	0	26	38	17	130	14	47	11	16	36
NM_001193531	91	62	164	46	4	33	146	103	360	48	111	128	119	792
NM_001193533	164	174	488	115	11	66	502	449	966	179	678	385	544	1360
NM_001193534	1252	1360	2847	733	34	346	2634	2182	5545	1384	3602	1448	3103	4413
NM_001193535	1247	1351	2824	730	34	346	2595	2153	5435	1366	3554	1445	3048	4347
NM_001193536	131	201	616	103	16	36	1186	651	1022	582	569	1006	2333	3901
NM_001193537	211	249	737	122	10	55	447	350	983	275	503	129	458	988
NM_001193538	221	278	769	127	10	58	479	373	1077	278	547	142	499	1064
NM_001193544	1397	1660	2442	398	277	168	3466	2955	4778	897	4307	3355	1267	6958
NM_001193552	13	6	40	11	0	14	143	65	218	55	148	176	58	321
NM_001193557	337	430	876	365	120	211	507	351	1115	300	749	228	415	1105
NM_001193570	1641	1332	2332	1147	1652	886	2011	2008	2617	875	4480	3869	1084	8704
NM_001193571	1622	1318	2311	1138	1629	884	2000	2003	2618	862	4461	3838	1069	8665
NM_001193572	1624	1318	2311	1138	1629	884	1998	2000	2614	862	4454	3833	1068	8644
NM_001193582	162	269	476	11	6	10	562	399	1472	92	416	896	2	1383
NM_001193583	162	269	476	11	6	10	561	398	1471	91	415	896	2	1381
NM_001193584	162	269	476	11	6	10	561	398	1470	91	415	896	2	1381
NM_001193599	1235	1934	4935	1294	62	476	1977	1524	3709	1069	2480	1448	2147	3305
NM_001193600	1220	1926	4914	1284	59	470	1989	1505	3691	1064	2468	1424	2141	3270
NM_001193609	117	87	253	166	19	100	99	75	257	35	130	193	113	399
NM_001193610	114	81	247	155	19	100	95	79	236	35	135	187	115	408
NM_001193611	112	87	245	161	19	92	94	70	237	35	129	174	102	365
NM_001193612	117	87	253	166	19	100	100	75	257	35	130	196	113	400
NM_001193613	103	64	223	145	19	94	78	64	213	21	103	134	99	334
NM_001193617	1242	1946	4958	1296	62	476	1984	1527	3713	1071	2488	1436	2151	3304
NM_001193621	38	56	84	33	2	52	12	40	115	10	95	160	78	104
NM_001193622	37	55	84	19	2	35	12	40	119	8	85	129	61	99
NM_001193635	219	171	298	198	189	487	78	82	141	49	174	183	98	238
NM_001193636	229	183	319	218	191	494	82	90	154	52	196	200	116	260
NM_001193637	218	169	305	207	189	486	79	75	148	45	178	189	114	241
NM_001193644	541	635	1005	459	40	190	927	710	1926	382	1296	911	3274	1924
NM_001193646	455	465	1045	730	364	1042	155	77	236	67	210	385	388	538
NM_001193653	303	305	597	383	845	371	822	501	899	259	719	1777	773	2672
NM_001193654	302	304	596	383	845	371	817	498	888	256	717	1768	765	2649
NM_001193655	303	309	604	386	849	372	834	504	899	260	728	1734	770	2648
NM_001193657	303	305	597	383	845	371	820	496	886	253	716	1755	766	2646
NM_001194937	322	243	813	274	42	352	988	630	1687	315	1075	1073	2076	2814
NM_001194938	318	243	803	274	42	352	968	616	1642	307	1047	1040	2030	2720
NM_001194946	1396	1559	3254	2543	5178	4474	4410	3061	4018	1900	7917	32028	11567	30225
NM_001194947	1396	1558	3251	2541	5171	4474	4391	3038	3996	1889	7862	31841	11497	30057
NM_001194954	2745	3400	9479	1943	69	1396	5270	4319	10442	2589	6591	5032	3877	11447
NM_001194955	2759	3422	9543	1948	71	1397	5324	4347	10579	2610	6652	5074	3928	11569
NM_001194956	1921	2428	6709	1339	55	1244	3837	3119	7625	1941	4760	3565	2753	8138
NM_001194958	16	8	53	1	10	4	78	28	115	21	8	14	0	74
NM_001194986	6	2	38	1	0	0	42	20	18	0	9	74	14	32
NM_001194990	435	282	564	458	362	984	439	191	705	116	409	797	344	1328
NM_001194991	404	254	518	420	317	977	401	158	595	102	336	658	281	1110
NM_001194992	397	249	506	414	317	970	388	155	583	101	331	647	277	1095
NM_001194995	154	108	456	141	20	138	146	129	295	66	225	130	128	444
NM_001194997	190	175	478	147	62	214	440	279	783	199	688	1267	460	2285
NM_001194998	17	32	73	104	3	126	96	75	165	85	213	234	272	879
NM_001194999	291	367	891	182	20	284	676	434	1071	235	637	918	2994	2150
NM_001195	26	22	39	15	11	28	26	12	39	4	42	56	15	40
NM_001195000	293	383	908	184	20	294	682	432	1086	244	644	921	3020	2188
NM_001195001	509	409	745	116	282	742	1586	1171	3165	374	1761	2015	429	3488
NM_001195005	7	9	8	1	2	3	28	33	118	13	31	6	6	29
NM_001195007	263	224	371	266	82	211	379	175	561	76	380	304	271	627
NM_001195010	3	3	20	86	241	21	27	49	6	235	1070	1019	2148	119
NM_001195014	336	386	685	128	136	77	639	286	652	224	470	725	916	2607
NM_001195015	332	388	685	128	136	77	641	283	642	220	470	725	918	2605
NM_001195016	332	386	683	128	136	77	639	283	642	220	470	725	916	2605
NM_001195017	332	384	679	128	136	77	625	283	622	212	458	705	889	2547
NM_001195035	290	378	886	179	20	286	671	413	1046	238	604	833	2843	2081
NM_001195044	550	582	2160	532	106	351	1630	1029	3333	788	2660	1863	2667	5063
NM_001195045	545	569	2149	519	69	344	1517	926	3122	763	2439	1423	2439	4633
NM_001195053	434	218	438	273	34	252	208	171	623	75	355	277	324	742
NM_001195054	434	218	438	273	34	251	208	169	619	73	351	277	323	736
NM_001195055	434	218	438	272	34	251	206	168	619	72	350	275	322	734
NM_001195056	435	222	441	274	34	252	208	178	630	79	366	284	327	755
NM_001195057	433	216	436	272	34	250	202	160	591	72	335	275	310	707
NM_001195059	412	348	632	275	347	110	923	404	1022	269	652	1490	1174	2688
NM_001195071	297	249	554	397	381	132	615	567	707	223	797	2308	909	2503
NM_001195072	297	251	555	400	383	131	629	579	720	231	821	2332	923	2538
NM_001195087	67	95	193	45	24	109	49	34	95	44	42	46	135	152
NM_001195098	335	337	1094	245	11	228	1116	1188	2522	448	2826	1292	1529	4277
NM_001195099	328	329	1070	243	11	228	1071	1125	2441	409	2684	1263	1496	4127
NM_001195100	1784	1800	6002	1567	105	1692	2430	1734	3880	984	2770	1375	2730	5734
NM_001195101	1732	1744	5823	1512	102	1644	2401	1714	3861	970	2790	1361	2777	5715
NM_001195102	694	557	1698	274	25	136	2012	1231	2664	1048	2106	2199	1157	9356
NM_001195103	664	539	1633	271	25	132	1946	1181	2556	1028	2041	2088	1123	9031
NM_001195104	636	511	1584	260	25	130	1839	1135	2436	976	1918	2004	1053	8543
NM_001195106	23	39	464	23	1	15	279	76	113	107	36	28	53	355
NM_001195107	23	40	459	24	1	15	265	75	114	105	35	28	54	359
