"","GSM2277340","GSM2277341","GSM2277342","GSM2277343","GSM2277344","GSM2277345","GSM2277346","GSM2277347","GSM2277348","GSM2277349","GSM2277350","GSM2277351","GSM2277352","GSM2277353","GSM2277354","GSM2277355","GSM2277356","GSM2277357","GSM2277358","GSM2277359","GSM2277360","GSM2277361","GSM2277362","GSM2277363","GSM2277364","GSM2277365","GSM2277366","GSM2277367","GSM2277368","GSM2277369","GSM2277370","GSM2277371","GSM2277372","GSM2277373","GSM2277374","GSM2277375","GSM2277376","GSM2277377","GSM2277378","GSM2277379","GSM2277380","GSM2277381","GSM2277382","GSM2277383","GSM2277384","GSM2277385","GSM2277386","GSM2277387","GSM2277388","GSM2277389","GSM2277390","GSM2277391","GSM2277392","GSM2277393","GSM2277394","GSM2277395","GSM2277396","GSM2277397","GSM2277398","GSM2277399","GSM2277400","GSM2277401","GSM2277402","GSM2277403","GSM2277404","GSM2277405","GSM2277406","GSM2277407","GSM2277408","GSM2277409","GSM2277410","GSM2277411","GSM2277412","GSM2277413","GSM2277414","GSM2277415","GSM2277416","GSM2277417","GSM2277418","GSM2277419","GSM2277420","GSM2277421","GSM2277422","GSM2277423","GSM2277424"
"AASDH",19.08916,24.38119,21.66629,19.19031,17.01062,17.55253,17.8327,19.97703,22.48486,20.08431,21.58252,8.79837,17.25141,18.81155,14.08076,15.82368,15.57859,12.57984,10.75436,12.29374,14.5862,20.7225,16.43793,13.35995,20.26539,20.0628,16.22681,19.05799,16.82258,15.95099,16.74309,18.37235,16.9113,15.11838,18.58094,16.44734,23.22299,21.95917,22.35449,20.18627,14.81693,18.48926,22.28468,20.051,13.73677,13.29684,20.25506,15.37968,18.94004,17.11126,17.29007,20.29441,14.78094,21.35323,19.28661,18.8712,17.43245,20.75855,10.83688,22.23101,19.67233,13.48787,20.02067,6.47896,17.85911,6.42366,14.23608,17.7599,16.29123,22.06599,16.40504,8.49389,20.12306,13.43554,16.80678,16.86476,20.88051,16.74727,14.34431,10.50644,14.21235,19.37544,16.13036,20.20678,10.83702
"AASDHPPT",33.19854,35.22702,41.84754,30.43797,25.81332,28.32735,27.77349,37.86607,35.66564,32.98329,35.33777,13.37711,24.56419,38.96855,24.38249,20.48543,32.85532,22.29221,21.34603,19.01139,29.25896,30.90814,30.47286,16.43764,39.24668,36.96502,29.79385,29.42286,31.96784,35.42448,22.18283,32.57111,28.95545,28.59681,38.48156,30.3101,42.15639,60.11992,41.31496,43.36894,26.06192,39.86088,36.8385,40.7286,25.43402,25.98928,48.00448,27.87976,40.5858,32.0661,27.09886,46.61564,31.12956,35.92765,32.76677,35.95124,34.09957,43.76506,19.18766,35.49006,38.92807,20.75057,35.29316,11.99411,26.11709,9.15889,25.26366,26.69641,31.97907,46.58882,25.8993,12.65198,42.41378,29.72613,27.05219,35.31844,44.16592,33.19415,22.23164,17.72516,20.88597,32.38952,27.91096,42.98894,16.08312
"AASS",11.56762,19.03136,19.15315,18.2841,17.0701,17.79583,17.30152,14.53132,23.5973,17.44392,20.66166,12.83844,21.34544,14.42634,9.07657,18.647,21.41133,11.74735,12.51151,13.21577,28.1769,15.37602,19.29367,13.35995,19.51828,26.56718,15.9586,11.32613,9.86662,15.15344,18.54456,22.89014,18.02498,12.81219,19.47832,9.0852,13.64536,18.94648,21.74692,19.67373,13.2294,10.89671,17.24999,14.63544,20.75512,13.07019,16.20404,17.60483,16.23432,12.93846,18.01049,14.43158,16.02868,17.3236,17.36818,21.62192,16.63878,21.42591,17.40276,19.22563,17.94425,12.74678,19.04166,9.26331,16.76468,10.44363,4.69144,15.72373,19.7506,18.69922,12.98194,10.66178,15.20971,13.21161,15.05887,13.21305,26.22471,18.54967,15.61119,16.08129,12.72932,22.77464,14.80127,20.70205,12.21627
"AATBC",5.23914,7.19157,5.90206,8.28915,11.71711,8.23752,11.83788,5.86896,5.96675,10.95114,7.19417,12.20998,12.76209,6.37848,7.52354,8.27296,13.95428,10.72986,10.70555,7.37624,8.31024,7.10263,7.83588,7.34448,7.09756,8.19918,12.40479,6.31087,14.79993,9.03889,8.79542,10.15427,6.80577,11.22348,9.13211,5.36497,5.28804,5.42284,6.20143,6.11108,6.15167,5.2726,8.9689,5.54983,9.71771,4.53301,6.81076,5.23564,5.2826,10.33397,14.68548,6.47781,9.56602,7.3437,7.92951,5.94923,7.68162,8.00837,10.64564,7.77864,5.38482,10.44939,8.81105,9.74521,6.96456,11.27249,7.44159,6.22162,10.90104,7.41599,9.10674,12.90076,4.47982,4.47851,11.64374,6.04901,8.43619,9.38748,7.43779,9.93466,8.89816,9.51776,5.86009,6.57051,9.11294
"AATF",25.93636,38.41352,33.96542,26.38668,32.35586,34.68798,31.26414,31.88424,35.05884,25.88452,31.30904,39.59266,21.34544,36.92544,28.7137,27.1826,26.87492,33.20706,32.83254,34.59808,38.7811,38.47908,33.36342,32.4556,32.26586,31.97222,29.7268,32.76636,27.7252,33.76292,24.51414,29.43018,24.25328,31.05674,34.52256,35.32262,30.91468,28.11844,37.2505,31.30448,35.5871,36.97852,33.67462,34.91022,32.27242,27.04698,33.6234,33.63896,37.6224,29.12554,38.45932,33.86502,28.5381,32.61356,34.37826,25.3322,35.82864,36.59968,37.10038,34.29674,34.22214,31.86694,34.3631,32.01998,38.40456,33.40302,31.54586,36.42476,29.20354,39.03634,28.15984,26.5123,35.98306,35.04436,28.2354,30.71896,32.52322,32.44314,30.97716,30.16136,29.2486,24.47424,31.29412,34.80056,35.41734
"AATK",3.57922,2.48489,2.32275,5.73044,4.63926,6.67344,4.09773,3.4988,3.30362,3.76581,3.39565,4.71341,9.76921,2.06802,4.24494,7.87901,2.80562,4.16245,6.11746,54.26807,3.41932,3.20009,5.74631,3.70721,2.56819,2.42769,4.49255,3.17633,6.61063,3.45605,4.55666,3.78634,4.2072,6.81609,3.00885,2.58458,3.0323,1.47287,2.01128,3.31181,3.30735,2.03874,3.82416,2.6854,3.89908,4.38191,2.1521,4.18851,2.19034,4.31282,2.54918,2.00894,2.27153,3.05046,3.09507,4.41394,2.94793,3.05583,6.62962,2.65181,3.19386,5.18764,3.91602,4.87261,2.68633,5.38758,2.48053,2.26241,10.41834,1.81988,6.3295,5.68628,2.52893,2.74309,2.95799,3.12207,3.85545,3.52969,3.9641,4.78865,3.95474,5.19592,3.08108,2.70744,5.07369
"AATK-AS1",0.51873,0.64315,0.6854,0.58637,0.41634,0.69515,0.75884,0.45146,0.6405,0.64928,0.80575,0.49379,1.12939,0.4734,0.5867,1.37883,1.47664,0.37,0.79722,1.22937,0.69252,0.85856,0.55722,0.90932,0.53699,0.68708,0.73758,1.12843,0.39466,0.56493,0.67114,0.98961,0.74245,0.87123,0.68623,0.50908,0.40677,0.33474,0.56567,0.47312,0.72762,0.63271,1.12799,0.49232,1.01976,0.67995,0.50638,0.78535,0.47243,0.72814,0.27708,0.40999,0.70385,0.52724,0.76737,0.76764,0.73698,0.59712,1.33867,0.26518,0.69432,1.03753,0.7832,0.53545,1.04468,0.91175,0.35051,0.8484,0.92518,0.31848,0.45211,0.85294,0.36128,0.78374,0.94118,0.39026,0.64894,0.751,0.73561,0.50031,0.70032,0.87408,1.26868,0.69337,1.05907
"ABALON",0.88184,1.14013,2.24659,1.89238,2.6765,2.15496,3.03535,1.72119,2.09005,1.68812,2.64746,1.93025,1.15762,1.69428,2.24326,2.29805,2.14113,2.21997,5.10873,1.75625,1.16863,0.74148,2.01992,2.09842,1.70435,1.37416,1.81043,2.38225,3.05865,2.99081,1.94276,2.15133,0.65995,2.04995,1.00295,2.97619,1.84896,1.33897,2.32554,2.405,2.57973,2.10904,1.18301,1.56648,2.57939,1.66211,2.30401,3.79584,1.9756,2.35245,2.88168,3.03391,2.04758,2.03364,2.6858,1.72719,1.33224,1.51035,4.3985,1.54689,1.31149,0.66698,3.62232,4.49779,2.98481,1.86493,0.45836,2.14929,3.45937,2.63882,2.58347,2.06128,2.27604,1.23159,1.74791,3.59596,1.60326,3.67989,1.55295,2.78742,1.64781,1.50536,2.05405,2.11313,3.44814
"ABAT",33.04292,64.60723,67.13122,42.40526,61.08359,51.68438,48.03447,36.03202,65.6005,33.37285,53.86996,73.12522,42.06971,85.38697,32.11311,50.49134,80.25559,61.65044,76.85872,26.29982,53.1509,85.58277,78.18465,48.61344,65.67573,61.37934,50.82612,38.28315,46.02777,48.35143,59.69583,62.90485,37.4936,49.35256,50.46416,35.91003,98.47584,79.26724,65.78548,66.63045,39.8205,45.06318,57.8026,96.71924,52.90756,39.96607,89.55267,67.6706,53.81376,75.83844,79.41242,71.50192,58.41992,60.85858,62.46406,48.04161,69.92822,71.19725,52.39951,61.03584,80.58713,44.68783,90.11749,51.34977,103.42367,33.40303,31.33017,62.61212,64.0386,76.34379,52.37988,35.07726,59.35761,52.17468,48.72622,53.29822,70.65783,79.83117,38.00629,59.39357,46.96254,49.67688,46.51827,60.85147,53.17526
"ABCA1",14.78372,16.7511,13.7461,24.41434,15.52368,8.44607,12.44495,15.3778,14.05725,20.77687,11.68333,9.83083,15.8679,12.63239,17.80802,9.06086,15.72626,12.85733,16.38373,74.24539,9.52215,10.65394,24.51759,12.66048,12.32733,15.94031,12.11423,7.4811,36.06249,13.02664,11.19738,12.73586,17.65375,20.44826,15.5721,8.49779,13.86723,11.78297,17.38916,20.34397,8.33452,13.56817,15.04904,15.03825,10.43755,12.91909,14.63428,18.65195,13.95808,11.11812,27.70845,18.69546,12.41343,18.00148,13.45458,17.01607,10.57285,15.38451,18.55019,13.12646,13.53148,14.00663,12.82498,12.15474,12.58595,11.68692,10.11085,13.12196,27.19227,16.56087,11.81938,11.47918,16.97996,11.98002,19.28074,14.21658,13.28413,18.02397,8.62293,16.15276,9.35131,13.54824,13.23052,14.23059,9.92572
"ABCA10",11.67136,9.64723,13.0607,13.19334,6.6615,13.76396,5.69129,8.0416,16.58553,20.21417,11.22291,8.39436,18.57844,7.59937,13.14895,11.81852,14.10195,8.87988,4.91349,12.38155,8.95948,7.49288,10.37818,8.1139,12.07051,10.44365,14.48343,7.52289,8.83062,10.93307,12.43369,11.10086,16.66382,8.91728,8.60424,7.12718,8.61617,9.70756,10.6849,11.55191,5.82094,8.57677,12.18779,8.27999,7.85815,8.61273,9.46924,6.41365,9.57739,7.8975,8.03545,14.26758,6.97456,11.298,11.485,17.27195,9.18392,10.29146,8.35077,8.79517,8.36267,9.18954,9.69216,5.51515,6.46709,9.24178,5.76993,6.56098,9.21158,10.14581,7.29831,8.99144,8.88738,5.20627,13.36475,11.51264,14.50566,8.78669,9.72634,6.93282,5.84972,21.65776,8.75993,13.96645,7.26573
"ABCA11P",4.30544,6.34379,8.30097,8.15588,7.55367,8.20277,6.90543,4.57102,5.4948,7.35848,7.71215,2.82805,8.52688,8.895,4.52103,7.22243,7.75238,4.53244,5.48294,2.45875,7.22818,6.28309,4.80601,5.80563,9.80583,9.48173,8.47102,5.72576,9.61995,6.87886,5.72232,6.1528,10.72424,6.45734,5.75376,5.79573,5.1771,6.56097,7.06042,7.29387,2.97662,6.53803,7.01555,7.16107,3.65914,3.39976,9.79838,4.05762,4.76722,7.11335,5.59711,9.96271,5.98276,7.7203,5.67855,10.04332,4.81873,7.48151,5.80092,7.82284,6.20257,2.29738,5.13978,4.71197,5.07418,4.06141,6.12044,4.75106,6.55672,7.18851,4.3919,3.9804,7.40615,1.67944,5.72775,6.85741,10.87924,8.48629,3.7189,3.78804,5.39657,8.93504,6.28299,9.07984,4.80277
"ABCA12",9.7002,7.57162,12.18491,8.82221,16.29689,15.95369,6.75366,29.26015,12.40544,13.46168,9.49631,5.2072,8.72452,6.85189,7.78238,11.03062,12.10848,5.41118,20.8742,14.44514,6.9252,5.61966,6.47766,6.01548,8.05479,7.32888,8.78393,9.02747,34.97716,8.14165,6.11088,6.58307,7.7957,10.04476,8.34031,5.05168,8.87503,6.22623,8.98789,7.13616,5.88708,8.01436,9.16148,8.77231,8.0981,20.77631,12.786,6.74088,8.84727,16.77519,6.8717,11.23367,6.01476,8.4735,13.37785,11.06684,6.49111,7.44638,8.73325,5.96657,9.42729,3.77957,6.75514,4.44425,8.65595,8.57869,14.64052,5.20354,7.56235,8.32593,11.43186,5.86398,7.65905,6.54983,8.06725,11.62414,10.61203,13.66818,2.69722,7.0043,6.0557,8.88648,5.49761,7.6931,10.09813
"ABCA13",387.1261,961.94608,1397.30409,399.82482,747.81303,698.62546,655.86405,590.70507,1339.92224,467.0901,1452.87737,816.54255,347.11748,1104.99765,335.83303,782.71418,1007.58788,663.44755,681.86895,859.33221,1055.4002,699.56984,979.9723,821.9519,1054.12705,1478.05109,521.6718,943.03613,465.70435,823.40321,589.78776,934.58012,349.94026,725.22121,831.49728,343.24039,406.06956,1415.22827,1055.20749,650.10034,490.28165,689.23472,925.77706,980.08233,560.62816,545.62381,1281.94251,632.26854,1139.06511,738.94867,599.38918,1581.73395,901.6375,1240.48308,878.58944,548.54432,1034.24031,1375.89484,531.83592,1122.20201,1017.2679,553.37321,623.77361,458.23914,1286.35368,222.46581,252.87922,1146.9839,464.07871,844.96829,385.0664,368.71994,582.66557,468.39648,560.05569,1233.24622,716.99947,709.99424,607.11983,602.51241,730.55579,868.10711,860.04434,1481.43443,294.15108
"ABCA17P",2.38615,3.04034,3.50316,4.34447,3.39023,3.89284,3.26301,2.73697,3.84299,1.94783,3.22299,3.0525,4.34814,2.4916,1.93265,3.67687,5.75891,2.40497,4.24643,2.76609,1.86115,3.04398,3.51744,3.21758,2.26468,3.61863,3.71026,3.34351,3.30532,4.88499,2.86116,2.83975,3.91847,3.33117,3.16721,3.48527,2.77345,3.07964,3.31022,3.03583,1.98441,1.82784,2.94378,1.9693,3.95907,3.32421,3.94974,2.81415,3.2211,3.80873,3.49126,5.24785,2.81542,4.82048,5.39718,3.45439,2.97627,2.77483,4.78098,3.35896,2.11381,1.33397,2.49647,3.26625,3.53203,2.81812,1.10545,4.29857,3.8214,2.72981,4.9086,2.70098,2.42055,2.96701,3.5227,3.3172,4.54256,3.07909,2.81982,2.00123,2.80127,3.54488,1.69157,2.08011,3.52203
"ABCA2",82.84073,82.29382,91.65334,88.48866,141.08109,109.24278,114.28107,136.76367,72.81453,77.17743,102.21479,190.60141,94.04981,97.82004,69.6618,140.04944,106.90901,151.14302,140.01823,94.48615,123.00883,120.54955,108.41372,156.1226,90.86739,86.66396,122.21514,135.82997,62.45569,142.22963,125.67915,130.45656,64.18046,101.93378,91.10997,91.20443,86.64247,76.3215,88.64279,77.27556,119.32921,111.63859,88.50594,106.1629,122.97108,121.56033,90.16032,117.3437,82.84657,120.08686,115.48882,94.66624,102.89072,89.63082,123.93053,61.15549,86.02843,83.87718,201.43851,98.82414,84.61417,161.11335,122.17994,179.75097,109.09481,140.24298,46.37512,86.87644,89.78276,95.90745,137.89278,159.74902,70.44878,127.52566,101.00203,67.45905,99.24925,113.32571,93.99405,192.26078,186.82026,100.22784,129.40538,92.0201,134.74843
"ABCA3",12.65694,25.57978,31.29998,17.64443,16.89166,17.13544,16.9221,16.78861,15.30454,11.73028,12.48908,33.44278,13.1009,18.56239,14.56392,17.39948,15.1356,26.73215,13.81309,14.04999,25.10384,16.1175,18.45785,33.85454,16.62322,21.62018,17.85843,25.41065,8.68262,16.34976,26.06836,28.91385,8.82688,9.58352,21.1675,27.0598,38.79127,15.46515,15.46168,31.30449,33.73498,25.02729,25.80621,16.42571,23.99436,16.6966,15.34321,21.46611,28.00205,17.41932,19.89467,16.85051,22.93926,16.7587,38.64995,12.2183,15.64669,15.48988,19.44264,17.41356,15.05898,26.08643,21.04863,30.78844,22.0876,22.6693,8.41223,21.15351,14.07884,15.55994,21.31364,22.67406,13.43946,19.48153,9.16978,24.33543,18.20842,18.54967,16.55113,30.16136,33.24453,17.2388,26.2798,17.36727,49.75175
"ABCA4",11.56762,12.2783,9.86216,7.72943,8.50531,13.86824,9.78902,10.15781,12.16947,6.4062,11.45312,8.75348,9.71274,11.41151,7.95494,11.35891,12.40381,9.34238,11.35635,5.83953,12.94146,12.29301,11.00506,10.91179,13.51804,11.40556,9.61092,11.70227,8.97862,11.13246,11.8332,12.34863,8.24942,10.506,13.14391,10.18169,9.98441,6.56097,10.5592,13.20781,9.92205,10.0531,10.64712,10.24929,11.63726,11.25699,11.34283,10.01315,10.69404,11.70623,8.25712,15.98953,10.1739,11.07204,8.64572,10.9389,13.15229,12.22331,10.07193,12.99387,9.14956,9.41187,10.72011,12.42247,11.44177,9.57332,7.60336,13.80068,7.76347,12.19317,11.94855,13.43384,10.36861,14.61115,8.76642,10.50912,12.78788,9.61278,11.19755,8.36227,8.11546,11.75152,8.94117,11.39108,10.22128
"ABCA5",163.1397,154.61884,222.603,169.99418,103.1938,185.01409,88.32879,137.13048,229.1298,215.30036,144.68918,34.34057,226.8941,132.77712,136.39011,121.4681,149.06719,108.13108,56.27737,126.05471,133.05037,134.87188,113.42869,76.24267,152.43401,146.89816,138.17374,126.46815,88.20756,141.19946,189.18987,145.04257,182.72458,97.2189,114.91681,116.38453,184.11987,219.59169,190.44268,183.6083,95.84702,128.15941,163.20088,127.51185,109.59423,125.71559,153.86247,83.77018,156.67406,107.79252,98.19875,188.38952,114.37634,164.08466,157.9251,204.4487,136.68174,179.80204,89.69114,128.61281,155.37286,98.93575,113.66259,40.05175,90.98696,42.43759,87.68133,89.59133,82.22041,139.81195,102.6284,60.06137,143.46261,112.6346,136.12147,189.41498,205.63681,115.65381,155.78492,71.61535,90.79423,240.22632,163.4785,226.20369,61.37691
"ABCA6",5.96536,7.68855,8.68175,9.9683,8.50531,8.96743,5.31187,7.53371,11.46155,9.34959,7.88481,5.83565,10.81389,6.5529,4.93517,7.28809,11.07483,4.57869,4.50675,9.52765,7.40131,6.28309,6.47766,4.33674,7.33103,9.84818,8.0687,7.4393,6.80797,7.47702,6.4641,9.12163,7.7132,7.89231,8.55146,6.89222,7.137,9.57366,9.88877,8.91034,4.89488,6.04592,9.35406,7.16107,7.25829,9.06603,7.89947,5.89009,7.00051,6.55325,6.09586,10.70069,7.42246,8.81244,8.85035,12.6661,7.68162,7.79763,7.07585,6.67372,7.09747,4.74299,6.65724,3.26625,8.45696,5.05604,3.77472,6.1085,8.52775,7.64348,6.91079,5.89952,7.47841,5.03833,9.49247,8.00031,10.30665,8.03569,6.21178,3.3592,4.77864,13.54824,9.54531,9.41002,4.08851
"ABCA7",76.51226,73.31897,72.15749,116.31461,164.99112,73.61635,88.02526,63.82493,70.96046,108.03975,61.92743,144.81398,83.32062,83.26912,102.37886,184.82849,130.75681,145.96309,152.56228,251.67036,81.93375,64.54806,107.02068,190.32688,68.43071,60.60064,119.06365,84.59073,169.85382,133.95505,77.53394,87.34394,98.82801,171.47835,102.30077,86.30939,82.31589,61.0572,68.42528,70.77022,87.04947,128.30002,93.67818,66.73225,136.04801,80.68765,95.62918,113.22064,109.73197,185.81537,111.1663,54.44641,64.72261,104.50653,149.97001,96.78689,52.75088,76.88741,189.90042,110.00594,62.64288,106.93954,126.83021,177.12726,121.92949,151.51547,87.2769,62.04652,144.89135,89.03742,130.91741,95.13863,72.11064,71.82415,187.61745,84.24019,93.71419,127.74489,79.3228,126.64911,112.91606,146.45696,46.69951,93.43986,179.15557
"ABCA8",3.94233,3.85889,5.40705,5.25068,5.35299,5.24838,3.79419,3.86561,7.48372,3.72252,4.48916,3.59117,5.70341,4.18588,2.968,4.79307,6.57106,4.20869,3.75833,4.39062,4.06855,3.62936,4.24879,3.77716,4.10911,4.58055,4.62665,4.01221,4.53864,4.41975,4.34473,4.25963,4.70217,4.71489,5.1731,3.91603,4.47449,5.0881,4.73488,3.86378,3.50579,3.79627,5.47488,3.89383,5.5187,3.85306,3.59527,3.92673,4.29479,4.87293,3.65752,6.35481,3.07136,5.49836,4.93676,5.82129,4.11009,5.09304,5.29095,4.46388,4.16591,3.40902,4.65028,3.53398,5.02443,3.43977,2.42661,3.61985,7.72325,4.50419,4.45649,2.94976,4.5882,3.13496,5.08237,4.85036,6.26034,4.50599,3.26936,3.43068,4.49028,6.16712,5.31637,5.15075,2.80777
"ABCA9",17.118,13.97387,17.21118,15.35225,10.9439,20.15934,7.13308,12.27402,22.6197,18.30962,13.40994,9.02282,23.57598,10.24046,13.51132,16.93988,20.23002,12.76483,9.30635,19.53826,11.16688,8.23437,11.42297,9.86258,11.3701,15.94031,12.98592,13.49941,7.5973,14.55528,14.83565,10.3694,15.83888,9.53227,11.1908,8.57611,10.98285,13.99228,15.7969,14.62716,9.12829,9.70159,15.68181,9.08561,10.43755,13.29684,14.86215,7.26445,11.03762,10.38998,9.08837,15.78454,10.26988,16.26912,17.21471,19.70282,11.28149,14.71714,15.29913,9.19294,12.01941,10.5235,9.30056,6.37187,12.28747,10.23641,6.79449,10.35051,10.01609,10.73727,11.81938,11.23041,11.84985,7.89338,17.07569,11.7914,20.68965,10.51398,17.77714,9.43436,7.41514,25.39688,16.06995,16.14561,8.81739
"ABCA9-AS1",0.72622,1.22783,2.36083,1.17274,1.66538,1.35554,1.06237,0.95935,1.71923,1.68812,0.69064,0.31423,1.52467,1.14613,0.63847,2.10107,1.55048,1.10999,0.79722,0.92203,0.9955,0.97564,1.21891,1.04921,1.05062,1.92383,1.63162,1.25382,1.52933,1.22956,0.52984,1.07566,1.15492,0.97373,1.42524,0.97901,1.51615,1.60677,1.42465,0.98566,0.66147,1.05452,1.26555,1.656,1.2597,0.98215,0.9368,1.24346,0.9878,0.95218,1.27459,2.29593,1.08777,1.3181,1.43243,1.34337,1.10547,2.03722,1.65741,1.94466,1.11091,0.8152,1.41956,0.42836,1.09443,0.5802,0.29659,0.90496,1.16653,1.59239,1.03339,0.78186,1.0477,0.83972,1.31765,1.44953,2.17585,1.7273,0.89907,0.42883,0.8239,1.60248,0.96661,2.01407,0.56648
"ABCB1",3.78671,2.8357,4.6455,2.47875,2.49806,3.33672,2.73182,2.6241,9.10182,2.20754,3.16544,2.33426,3.21876,2.8155,2.53661,4.66175,4.28227,1.98872,2.86349,3.42468,2.29397,3.74644,4.77118,3.21758,3.38535,4.44313,2.39155,4.22118,2.51599,2.5588,2.93181,3.18397,3.67099,4.50989,2.21704,5.13,3.2172,4.01692,3.98065,2.56271,1.65368,2.67145,3.60407,2.86443,2.45942,2.26651,2.70911,3.40316,3.34994,2.74452,1.88417,4.79686,2.71944,2.67386,2.48117,4.22203,2.97627,4.49593,3.69729,2.91699,2.97785,3.40902,4.45448,1.60635,3.1838,1.03607,3.10066,1.92305,4.90748,4.77717,1.74384,3.19853,2.70957,2.01533,5.67397,3.06632,3.39738,2.4032,2.57462,2.50153,3.04845,4.22472,2.59777,4.29229,1.65018
"ABCB10",30.6049,32.85906,42.87564,34.62252,31.58266,28.43162,26.86288,39.78477,30.67649,30.51603,36.20107,25.72176,25.2983,45.2972,19.25751,23.24309,34.03664,28.62837,25.65754,15.5867,31.94248,33.01551,33.36343,25.6707,42.60868,39.3469,31.26902,29.04672,29.05719,38.38206,25.00867,36.18535,24.87199,31.62049,45.5022,30.23178,40.93607,64.60548,46.2803,50.89936,34.3303,42.46203,31.36362,38.17747,26.15385,29.38904,49.04255,29.58135,42.51845,29.46161,34.7464,54.07743,34.68083,45.19201,35.06889,34.41596,37.89786,42.64108,24.6061,37.61151,39.56068,27.04985,37.88753,22.59604,36.06646,19.18809,22.97186,33.54019,29.08286,46.36133,25.83471,21.3591,43.71437,29.5022,25.73454,34.09191,44.01322,33.94514,23.17158,24.80093,30.73162,33.0208,30.14626,41.99841,20.93514
"ABCB11",4.30544,4.67744,10.43333,3.65149,4.8177,3.44099,3.94596,9.33955,7.95566,6.10321,7.07906,4.93786,5.30813,4.43504,4.98694,7.55072,7.97388,4.94869,7.14246,4.17109,5.71329,4.48793,5.15426,4.61653,4.69279,8.88626,4.20198,9.4454,4.83464,5.38346,5.08651,5.6795,3.34101,7.17482,5.12032,1.68389,7.69169,6.69487,6.89281,7.05731,4.23341,4.92109,6.71291,5.37081,4.73889,6.19512,7.95011,3.66494,9.01907,6.02114,2.66001,6.14983,5.24692,5.34772,5.26928,4.41394,4.64866,9.27285,7.13959,5.34782,7.86894,6.37339,4.74818,3.42689,6.21835,3.27399,4.66447,5.76914,4.02253,5.45963,6.45868,4.86888,7.69518,6.10197,4.94791,7.08041,5.99313,4.8064,4.4545,6.2181,4.36669,9.90624,3.98728,9.44304,3.12796
"ABCB4",3.26798,3.01111,4.34087,3.33165,4.28239,3.9276,2.95947,3.52702,5.35996,3.63595,4.43161,2.42404,4.60226,3.28891,1.96717,3.87385,6.79256,2.91371,2.94484,2.89781,3.37603,3.04398,2.71644,3.49737,3.29196,4.53474,3.88907,4.054,4.34131,3.35635,3.70891,3.05489,3.29977,3.94615,4.11737,3.25031,3.88283,3.88302,4.0435,3.86378,2.84432,2.60115,4.53947,3.312,4.55893,2.94646,3.51932,4.05762,3.47878,3.52867,4.32252,4.59187,3.32731,3.99196,4.04149,4.60585,3.94002,3.4422,4.65348,3.97772,3.36358,3.70546,3.57337,2.40953,3.28329,2.27936,1.59077,3.16737,3.58005,3.23028,4.13355,2.45221,2.42055,2.79907,4.14119,3.67958,4.46622,4.43089,2.86069,3.3592,3.33681,4.856,3.56439,3.66496,1.87185
"ABCB5",2.02304,2.98187,3.16046,4.13125,3.62814,4.4142,2.8077,3.01913,5.02285,3.02996,3.51076,2.24448,3.64228,2.79059,1.67382,3.74253,4.1346,2.40497,2.34286,2.41484,4.50138,3.12203,3.48261,1.39895,3.47874,4.58055,3.375,3.46889,3.60132,2.45911,2.22535,4.17358,3.21727,2.76743,3.27278,2.38878,2.18178,4.15082,3.77114,3.58779,1.85212,1.82784,3.85167,2.10357,5.27876,3.17311,2.75975,3.40316,2.57688,3.33263,3.10335,4.42787,3.32731,4.36856,3.14622,5.11761,2.94793,3.09095,3.25106,2.07725,3.03957,2.37149,3.32862,2.40953,2.98481,2.77668,0.94368,2.37553,3.78117,2.63882,2.58347,1.52819,3.25148,2.91103,3.89917,3.87471,5.38236,3.90519,3.02416,3.07331,3.04845,3.54488,3.38315,3.33478,2.04426
"ABCB6",71.94746,37.098,43.1041,32.86341,45.97626,52.06671,35.89306,67.01335,32.36201,27.87564,39.19385,39.45799,35.23691,37.82242,25.5904,46.81446,35.36562,51.10558,30.70119,24.98263,35.44836,41.83526,36.42813,45.39586,27.89993,30.87289,42.66801,35.73373,37.34515,34.85955,39.10254,43.58592,29.07919,54.16994,29.56059,42.05821,62.23614,26.17694,31.90805,30.08227,39.22518,40.7045,34.22486,55.99064,33.83204,84.31406,28.30644,35.07876,36.54869,44.61249,35.4114,25.29626,32.8892,30.42929,49.49547,33.39244,38.69153,29.99628,50.35963,39.82135,25.56632,81.74242,31.03449,66.87786,40.09595,74.63877,47.83108,36.42476,46.33949,23.84037,46.95459,77.15576,58.02089,41.53821,33.93625,40.33605,31.91245,36.42344,26.89047,46.8859,53.59496,41.5188,29.11923,36.28636,37.01826
