"","GSM931711","GSM931712","GSM931713","GSM931714","GSM931715","GSM931716","GSM931717","GSM931718","GSM931719","GSM931720","GSM931721","GSM931722","GSM931723","GSM931724","GSM931725","GSM931726","GSM931727","GSM931728","GSM931729","GSM931730","GSM931731","GSM931732","GSM931733","GSM931734"
"CEPT1",0,0,0,0,0,0,0,390.2439,0,0,0,0,0,0,122.9861,0,0,0,0,0,0,0,0,0
"CER1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CERCAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CERK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CERKL",224.8707,0,0,0,0,292.35492,0,0,0,198.74789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CERS2",0,0,0,0,0,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"CERS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CERS4",0,0,0,0,0,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"CERS5",0,0,0,0,0,0,156.10365,195.12195,815.99347,0,0,348.43206,0,116.45511,0,0,0,0,0,190.33118,0,171.02788,259.67281,0
"CERS6",0,0,0,0,0,0,0,0,0,198.74789,243.78352,0,0,0,0,0,0,0,0,0,0,0,0,0
"CERS6-AS1",0,0,0,0,0,0,0,0,0,0,0,0,215.05376,116.45511,0,0,0,0,0,0,0,171.02788,0,0
"CES1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CES1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CES2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CES3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CES4A",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CES5A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CETN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CETN2",0,0,0,0,0,292.35492,0,0,0,99.37394,0,0,0,0,0,126.45422,123.62468,163.23865,333.33333,380.66235,0,0,0,338.52404
"CETN3",0,0,0,0,0,438.53238,0,0,0,0,0,0,0,0,0,0,0,163.23865,0,0,174.33752,0,0,0
"CETP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP157",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP161",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP206",0,0,0,0,0,0,0,0,0,99.37394,0,0,215.05376,0,0,0,0,0,0,0,0,0,0,0
"CFAP221",224.8707,0,0,0,0,0,0,0,407.99674,198.74789,0,0,0,116.45511,0,0,0,489.71596,0,0,0,855.13939,0,0
"CFAP36",0,275.82402,0,0,0,0,624.41461,0,0,0,0,0,0,0,0,0,0,0,0,0,348.67503,0,0,0
"CFAP43",0,0,0,0,191.93858,146.17746,0,0,0,894.3655,0,0,215.05376,116.45511,368.95831,0,0,0,0,0,0,0,0,338.52404
"CFAP44",449.7414,137.91201,0,0,959.6929,0,312.20731,0,407.99674,496.86972,0,0,0,349.36532,0,252.90845,247.24935,0,0,0,0,13340.17445,0,338.52404
"CFAP44-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP45",0,0,0,0,0,146.17746,0,0,0,198.74789,0,0,0,0,122.9861,0,0,0,0,0,0,0,0,0
"CFAP46",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP47",0,0,0,0,0,0,0,0,0,0,0,0,0,3843.01852,0,0,0,163.23865,0,0,174.33752,0,0,0
"CFAP52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.23865,0,0,0,0,0,0
"CFAP53",0,0,0,0,0,146.17746,0,0,0,198.74789,0,0,0,0,122.9861,0,0,0,0,0,0,0,0,338.52404
"CFAP54",0,137.91201,0,0,383.87716,0,0,0,0,198.74789,0,0,215.05376,232.91021,0,126.45422,123.62468,0,0,190.33118,348.67503,0,519.34562,0
"CFAP57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.99353,0,0,0,0
"CFAP58",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,697.35007,0,0,0
"CFAP61",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP65",0,0,0,0,0,0,0,0,0,198.74789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP69",224.8707,413.73604,0,462.96296,191.93858,877.06476,156.10365,390.2439,815.99347,99.37394,243.78352,4181.18467,215.05376,232.91021,245.97221,0,247.24935,326.47731,0,570.99353,348.67503,171.02788,0,338.52404
"CFAP70",224.8707,0,0,0,383.87716,0,0,0,0,99.37394,0,0,215.05376,0,0,0,123.62468,0,0,0,0,0,0,0
"CFAP73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.72534,0,0,0,0,0,0,0,0
"CFAP77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP97",224.8707,0,0,0,0,292.35492,624.41461,0,0,596.24366,0,696.86411,0,0,0,0,494.4987,0,0,0,174.33752,0,259.67281,0
"CFAP99",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFB",0,0,0,0,0,0,0,0,0,99.37394,0,0,215.05376,0,0,0,0,0,0,0,0,0,0,0
"CFC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFC1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFDP1",0,0,235.79344,0,767.75432,0,0,0,0,99.37394,0,0,0,116.45511,0,126.45422,123.62468,0,0,0,174.33752,171.02788,0,0
"CFH",224.8707,137.91201,471.58689,462.96296,0,146.17746,468.31096,0,0,0,0,0,430.10753,815.18575,368.95831,0,123.62468,489.71596,0,1332.31823,0,171.02788,0,0
"CFHR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFHR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFHR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFHR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFHR5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFI",0,137.91201,235.79344,0,191.93858,0,0,0,407.99674,0,0,0,215.05376,0,0,0,0,0,0,190.33118,0,0,0,0
"CFL1",0,137.91201,0,0,0,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"CFL1P1",0,0,0,0,0,0,0,780.4878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFL2",0,137.91201,471.58689,0,0,0,0,0,0,298.12183,243.78352,0,0,0,368.95831,0,123.62468,0,0,190.33118,0,0,259.67281,0
"CFLAR",224.8707,1379.12012,235.79344,462.96296,1919.3858,5554.74346,1248.82922,585.36585,0,2186.22677,243.78352,11149.82578,0,116.45511,614.93051,3287.80981,123.62468,163.23865,0,3616.29235,348.67503,1368.22302,259.67281,0
"CFLAR-AS1",0,0,0,0,0,0,0,0,0,0,243.78352,0,0,116.45511,0,0,0,0,0,190.33118,0,0,0,0
"CFP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFTR",0,3447.8003,0,0,0,0,0,0,0,0,243.78352,0,0,0,0,0,0,0,0,0,0,0,0,0
"CGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CGB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CGB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CGB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CGB5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CGB7",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CGB8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CGGBP1",0,137.91201,0,462.96296,0,0,156.10365,0,0,0,243.78352,0,430.10753,116.45511,122.9861,0,247.24935,326.47731,0,0,0,171.02788,0,0
"CGN",0,0,0,0,0,0,0,0,0,397.49578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CGNL1",0,0,235.79344,462.96296,0,0,0,195.12195,0,99.37394,243.78352,696.86411,0,0,0,0,0,0,0,190.33118,174.33752,0,0,338.52404
"CGREF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CGRRF1",0,0,0,0,0,0,156.10365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH17-340M24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH17-360D5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH25H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHADL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAF1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.33118,0,0,0,0
"CHAF1B",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHCHD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.62468,0,333.33333,0,0,0,0,0
"CHCHD10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHCHD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHCHD3",0,0,0,0,191.93858,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"CHCHD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHCHD5",0,0,0,0,0,0,0,195.12195,0,0,243.78352,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHCHD6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHCHD7",0,0,0,0,0,0,0,0,0,198.74789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHD1",0,0,1414.76067,1388.88889,0,1754.12951,780.51826,0,0,99.37394,0,0,0,1164.55107,1967.77764,0,494.4987,163.23865,1666.66667,570.99353,174.33752,1368.22302,259.67281,3046.71632
"CHD1L",0,0,0,0,0,0,0,0,0,0,0,0,0,116.45511,0,0,0,0,333.33333,0,0,0,0,0
"CHD2",21362.71644,827.47207,707.38033,0,19001.91939,1023.24222,1248.82922,195.12195,407.99674,894.3655,975.13408,348.43206,645.16129,931.64085,0,252.90845,741.74805,326.47731,1000,0,174.33752,513.08363,779.01844,677.04807
"CHD3",0,827.47207,0,0,0,0,0,195.12195,407.99674,99.37394,0,348.43206,1505.37634,582.27553,122.9861,0,0,0,0,190.33118,0,0,0,0
"CHD4",0,0,471.58689,0,0,0,0,0,0,0,243.78352,0,0,27250.49493,0,0,247.24935,29546.19654,1333.33333,0,0,513.08363,0,0
"CHD5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHD6",1124.3535,0,0,4166.66667,0,0,0,1170.73171,0,695.61761,1462.70112,2439.02439,1720.43011,0,368.95831,632.27112,741.74805,979.43193,1666.66667,1141.98706,0,0,0,0
"CHD7",0,0,0,0,0,0,0,0,0,99.37394,0,0,1290.32258,0,0,0,0,0,3333.33333,0,0,513.08363,0,0
"CHD8",0,0,471.58689,1388.88889,0,0,0,0,0,99.37394,0,0,0,232.91021,0,1011.63379,0,489.71596,333.33333,0,0,0,0,1015.57211
"CHD9",674.6121,12412.08109,0,0,15547.02495,292.35492,12644.39588,780.4878,407.99674,0,243.78352,348.43206,860.21505,116.45511,122.9861,0,370.87403,0,0,761.3247,0,0,519.34562,0
"CHDH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHEK1",0,0,0,0,0,146.17746,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHEK2",0,0,0,0,0,0,0,0,815.99347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHEK2P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHERP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHFR",0,0,0,0,0,292.35492,0,0,407.99674,0,0,0,0,232.91021,0,0,0,0,0,0,0,0,0,0
"CHGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHGB",0,0,0,0,191.93858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHI3L1",0,0,0,0,0,0,0,0,0,0,0,0,215.05376,0,0,0,0,0,0,0,0,0,0,0
"CHI3L2",0,0,0,0,0,0,156.10365,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,0
"CHIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHIAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHIC1",0,0,235.79344,0,0,146.17746,0,0,0,99.37394,0,0,645.16129,0,0,0,0,0,0,0,0,0,0,0
"CHIC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHID1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHIT1",0,0,0,0,0,0,0,780.4878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHKB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHKB-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHKB-CPT1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHL1",0,0,0,0,575.81574,0,0,0,0,397.49578,0,0,0,0,0,0,0,0,0,0,0,0,1038.69125,0
"CHL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHM",449.7414,0,0,0,0,0,0,0,0,0,0,0,4946.23656,0,0,0,0,0,0,0,0,0,0,338.52404
"CHML",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.36406,0
"CHMP1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHMP1B",0,0,0,0,0,0,0,195.12195,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHMP1B2P",0,0,0,462.96296,0,0,0,195.12195,0,99.37394,243.78352,348.43206,0,0,0,0,0,0,0,0,0,0,0,0
"CHMP2A",0,0,0,0,0,0,0,195.12195,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHMP2B",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,122.9861,0,123.62468,163.23865,0,0,0,0,0,0
"CHMP3",0,0,0,0,191.93858,146.17746,156.10365,195.12195,0,0,0,0,0,0,245.97221,0,123.62468,489.71596,0,0,0,513.08363,0,338.52404
"CHMP4A",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,126.45422,123.62468,0,0,0,0,0,0,0
"CHMP4B",0,0,0,0,0,146.17746,156.10365,195.12195,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHMP4C",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHMP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677.04807
"CHMP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHMP7",0,0,0,0,0,0,0,0,0,0,0,348.43206,0,0,0,126.45422,0,0,0,0,0,0,0,0
"CHN1",0,0,0,0,0,0,0,0,0,0,243.78352,0,0,0,0,126.45422,247.24935,0,0,0,0,342.05576,0,0
"CHN2",0,0,0,925.92593,0,0,0,0,0,0,0,0,0,0,0,126.45422,0,0,0,0,0,0,0,0
"CHODL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHORDC1",0,0,0,0,0,730.8873,156.10365,780.4878,0,0,0,0,0,116.45511,122.9861,126.45422,0,0,0,0,0,0,259.67281,0
"CHP1",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.52404
"CHP2",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,122.9861,0,0,0,0,0,0,0,0,0
"CHPF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHPF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHPT1",0,0,0,0,191.93858,0,0,0,0,0,0,0,0,0,122.9861,126.45422,0,0,0,0,0,0,259.67281,677.04807
"CHRAC1",0,0,0,0,0,0,0,0,0,0,0,0,215.05376,0,0,0,0,0,0,0,0,0,0,0
"CHRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRDL1",224.8707,137.91201,0,0,191.93858,146.17746,156.10365,195.12195,0,99.37394,243.78352,0,0,0,245.97221,0,123.62468,0,0,0,174.33752,0,259.67281,338.52404
"CHRDL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRFAM7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.52404
"CHRM3",0,827.47207,0,0,0,0,0,0,0,0,975.13408,0,0,0,0,0,0,0,0,761.3247,0,513.08363,779.01844,0
"CHRM3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRM3-AS2",449.7414,0,0,0,0,0,0,585.36585,0,198.74789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNA2",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,116.45511,0,0,0,0,0,0,0,0,0,338.52404
"CHRNA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNA7",674.6121,0,0,462.96296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.99353,0,0,0,0
"CHRNA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNB1",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,171.02788,0,338.52404
"CHRNB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST11",0,0,0,0,0,146.17746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST12",0,137.91201,0,0,0,146.17746,0,195.12195,0,0,0,348.43206,0,0,0,0,0,0,0,0,0,0,0,0
"CHST13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST9",224.8707,0,0,0,191.93858,0,0,0,0,99.37394,0,0,215.05376,0,245.97221,0,0,0,0,380.66235,0,513.08363,0,0
"CHSY1",0,0,0,0,0,0,0,0,0,0,0,1742.16028,1075.26882,0,0,0,0,0,0,0,0,0,0,0
"CHSY3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHTF18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHTF8",0,0,0,0,575.81574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHTOP",0,0,0,0,0,0,156.10365,0,0,99.37394,0,0,0,0,0,126.45422,0,163.23865,0,0,0,0,0,0
"CHUK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.90845,0,0,0,0,0,0,0,0
"CHURC1",0,0,0,0,0,0,0,0,0,0,243.78352,696.86411,0,0,0,252.90845,0,0,0,0,0,0,0,0
"CHURC1-FNTB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIAO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.33752,0,0,0
"CIAPIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIART",0,0,0,0,383.87716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIB1",0,0,0,0,0,0,0,0,0,99.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIDEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIDEB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIDEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIDECP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIITA",0,965.38408,0,0,0,0,468.31096,0,0,0,0,0,0,0,0,0,0,0,0,190.33118,174.33752,0,0,0
"CILP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CILP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CINP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.33333,0,0,0,0,0
"CIPC",0,0,0,0,0,0,0,195.12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIR1",0,275.82402,0,0,0,438.53238,0,195.12195,0,99.37394,0,0,0,0,0,0,247.24935,0,0,570.99353,0,0,0,0
"CIRBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.47731,333.33333,0,0,0,0,0
"CISD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.90845,0,0,0,0,0,0,0,0
