"","GSM3346551","GSM3346553","GSM3346555","GSM3346557","GSM3346559","GSM3346561","GSM3346563","GSM3346565","GSM3346567","GSM3346569","GSM3346571","GSM3346573","GSM3346575","GSM3346577","GSM3346578","GSM3346580","GSM3346582","GSM3346584","GSM3346586","GSM3346588","GSM3346591","GSM3346593","GSM3346595","GSM3346601","GSM3346603","GSM3346605","GSM3346607","GSM3346609","GSM3346611","GSM3346613","GSM3346615","GSM3346617","GSM3346619","GSM3346621","GSM3346623","GSM3346625","GSM3346626","GSM3346628","GSM3346630","GSM3346632","GSM3346634","GSM3346636","GSM3346638","GSM3346640","GSM3346642","GSM3346644","GSM3346646","GSM3346648","GSM3346650"
"ABCB1",6.89543,5.12335,4.13168,4.536,14.55607,7.75031,7.19338,3.75807,8.45879,5.61816,6.88594,5.75658,4.92482,9.41034,7.19855,3.46276,3.12738,7.45747,11.06785,6.32244,3.52017,22.26692,6.8674,1.4409,5.1874,12.5903,7.05174,7.62356,10.44832,16.97731,2.48714,7.62066,4.91905,14.8256,3.42757,3.56171,13.41709,10.76973,3.55015,2.5216,5.27186,11.69974,9.06251,5.04933,12.93011,3.71171,1.69704,10.25382,3.73746
"ABCB10",32.93338,49.31822,35.2226,40.14621,36.89302,39.15677,41.5671,40.02344,24.92321,37.08977,37.31436,36.16537,40.45995,31.78129,34.20456,43.54422,34.49737,36.5598,37.06053,19.18995,26.53667,29.35185,36.68522,41.34759,24.07487,27.64761,35.42559,39.22512,25.40459,32.28927,41.93232,45.18553,25.17397,34.23787,34.18779,37.90026,35.29073,24.76618,27.59821,23.32477,37.24588,24.78134,24.32801,39.32483,31.17397,32.83772,32.20341,29.68683,33.4692
"ABCB11",7.82168,10.15093,7.95349,13.81655,15.56176,10.23243,14.62814,7.18731,4.9343,9.54589,10.4685,7.11882,7.55705,5.77453,8.80332,33.02608,18.66803,60.84206,86.02738,3.91813,9.38712,20.68272,32.52047,66.40674,11.26154,20.20402,31.87886,37.86225,23.00316,34.41722,45.99028,72.97609,17.03067,32.66265,22.01553,14.88613,34.8183,7.83634,4.7758,11.17908,40.16041,13.77253,11.74608,8.42981,18.3767,19.86857,14.46527,14.6867,6.42507
"ABCB4",2.57292,2.77714,2.32407,3.96248,3.44053,4.05245,2.36561,2.9125,2.46715,3.87802,3.44297,2.68054,3.82098,3.33639,1.97158,3.46276,1.63586,2.91023,2.72504,1.73645,1.98574,2.72836,1.99376,1.5662,1.99516,2.55209,3.83882,1.06474,2.48569,2.22047,2.48714,1.90516,2.52153,3.66007,2.28505,1.82652,2.31492,2.22099,2.3245,1.09269,3.0431,2.3031,1.71572,3.33769,4.11815,2.4017,1.73745,18.4927,2.43565
"ABCB5",2.88167,2.58562,2.5823,3.49324,3.81104,3.84983,2.89666,4.46271,3.07134,4.12661,3.58255,3.25181,3.56625,3.33639,1.00871,3.37619,2.79058,2.31909,2.97658,1.91454,2.61756,3.0804,2.03807,1.75414,2.66021,1.9566,3.67191,1.49064,3.66534,2.54428,2.61804,1.20108,3.26559,3.01145,2.2411,2.64845,2.17319,2.13718,2.3245,1.63904,2.91452,2.11885,1.49575,3.89397,2.61259,2.70737,2.18191,4.20899,2.60363
"ABCB6",20.42899,24.51546,30.83268,28.36303,27.25955,19.14781,28.5804,24.5214,21.80151,18.94263,29.45136,20.60942,27.46861,13.94442,16.68963,33.41564,15.58877,34.60449,40.70789,12.60036,25.81459,29.65989,29.6849,57.0722,26.91243,30.92279,17.6502,30.32387,19.1693,27.06192,29.40935,26.75514,23.89254,17.42008,20.60935,21.64425,33.11754,22.96425,17.5817,23.32477,40.63187,25.10378,26.17571,21.22428,22.6277,26.59332,27.87999,16.29865,20.03112
"ABCB7",13.68794,15.94463,13.16974,17.36193,14.92659,18.5906,14.38676,15.54901,14.24903,14.41827,16.93569,14.36947,15.75094,13.90164,19.99087,23.2005,19.24539,24.69151,23.81265,7.30198,20.35381,20.15465,20.91235,27.00123,22.52309,23.3516,22.15664,23.08362,19.42208,25.35031,21.72975,20.91539,22.28041,18.48567,22.01553,20.18303,23.47991,23.80236,11.91837,18.11347,22.93044,25.01165,24.19604,14.89123,21.38782,22.40127,25.41524,30.98535,14.44593
"ABCB8",34.68296,43.81181,42.81456,42.02317,35.72854,41.13234,42.38782,37.39279,32.47569,35.44907,44.85167,37.00029,34.72848,26.99057,37.73506,35.79629,26.26996,30.42103,41.2529,23.37523,31.41075,41.98151,38.14731,23.4303,29.12927,38.83426,30.91915,44.46365,34.63113,33.1682,32.15829,28.78455,37.03756,36.50804,31.50726,30.95949,30.8971,33.9016,31.65552,37.44572,43.20351,35.28347,34.27038,37.91273,30.33263,34.49708,34.2641,35.23912,34.47705
"ABCB9",5.55751,3.97419,5.11296,7.24717,5.92829,8.86473,3.95877,5.40222,4.58184,5.66787,5.67625,5.22926,5.09464,3.67859,4.40166,6.40611,5.53305,5.04744,7.16895,2.53788,7.44652,6.20481,5.71545,5.01183,5.89679,6.76303,5.46614,5.19594,5.30842,6.38384,7.24325,4.10025,5.82846,5.97657,5.44895,4.47497,5.66919,6.36964,4.69127,5.79967,7.80063,5.75775,3.91536,6.20468,4.69381,5.02173,7.51548,5.19408,4.07342
"ABCC1",53.15653,63.39545,62.95652,69.9691,81.61985,72.84275,73.04416,56.60591,70.28847,48.47523,83.37572,66.48626,66.73981,58.30134,69.37199,83.32268,40.704,62.02435,87.15933,32.99247,121.7618,104.02966,93.75112,92.28031,106.00924,83.96366,68.9735,64.43822,75.87673,68.83443,62.83303,69.45568,85.73204,68.42941,77.12027,63.69984,94.29758,85.9483,62.29672,69.89026,84.22113,81.02301,69.77257,72.18823,95.33743,66.85446,91.5595,71.23944,54.13023
"ABCC10",41.78422,45.53556,43.89913,60.11504,50.54926,46.50183,58.12636,46.64703,36.55404,39.0785,47.82938,47.19514,38.20982,27.67496,24.20913,38.39336,22.1322,33.19485,32.28123,23.5088,29.65067,40.3533,28.75448,24.68326,32.05549,35.17627,25.32783,25.42605,32.31396,32.38179,27.40218,25.55405,33.6893,34.88649,27.28871,24.2927,30.37743,32.89586,37.40339,26.0565,38.1031,26.85413,25.42783,43.34717,32.67953,35.67609,29.45582,35.37345,37.08068
"ABCC11",4.37396,2.77714,5.88765,3.59752,2.59363,2.43147,2.607,3.38226,2.014,2.78422,2.32633,2.68054,4.50027,2.05317,2.79689,4.06874,2.45379,1.77342,2.55734,1.6474,1.53443,1.32017,2.79127,2.00473,1.3301,1.48872,2.96256,1.32028,2.14865,2.45176,2.39987,1.40817,2.72821,3.15044,2.72448,1.41555,1.84249,2.51433,2.49356,1.30283,3.17169,1.47398,1.27579,3.46606,1.81553,2.70737,1.3738,1.43285,2.26767
"ABCC12",2.41854,1.72374,2.16913,3.024,1.95845,3.29261,2.12422,2.9125,2.46715,2.33675,2.46591,2.19717,1.9954,1.326,1.37552,2.5105,1.63586,1.3187,2.05426,1.15763,2.5273,2.64035,1.77223,1.00237,2.30551,1.65886,1.7525,0.76661,3.20191,1.71161,1.70173,0.91117,2.27351,2.50182,1.84561,1.09591,1.84249,2.22099,1.98639,1.34485,2.05731,2.21097,1.75971,2.13954,2.3469,1.83402,1.65664,1.97017,2.43565
"ABCC13",4.01376,5.07547,4.13168,7.82069,4.7638,6.07867,6.17955,6.71755,3.57484,6.86111,5.0714,6.45967,5.09464,4.10633,1.83402,6.05983,3.07926,3.50137,4.31814,1.82549,3.42991,4.00453,3.89891,2.13003,3.14791,3.36025,5.38269,0.89438,5.09777,3.97833,4.53794,1.988,5.16707,5.60593,3.47151,1.5982,4.06292,3.93912,3.80373,4.91711,4.80039,3.59283,2.37561,5.81956,5.35803,5.3274,3.83855,3.85078,3.98943
"ABCC2",38.07922,29.35152,43.17608,30.08359,55.15427,29.48155,21.67669,29.45387,18.27702,22.92008,43.22324,22.7187,25.98268,29.55703,24.30083,36.14257,28.81997,28.37477,19.15912,23.19713,19.4512,23.54309,26.93794,41.47289,41.23321,20.33163,27.28897,17.33401,20.18043,24.24008,20.6389,18.63748,23.8512,22.19207,31.50726,26.07355,32.07818,19.48608,21.51223,18.07145,18.85868,21.09638,17.64111,31.45131,24.57607,33.44906,34.74897,26.77636,18.51934
"ABCC3",24.95733,8.23566,10.27756,8.70703,21.54298,11.04292,6.08299,23.91072,18.67982,13.42391,16.84264,6.37178,17.23687,16.51087,15.45166,30.38573,7.26514,13.36888,25.82498,5.61005,14.30634,29.04381,23.79223,39.71875,20.57227,22.58597,10.55674,12.77691,20.26469,20.72434,13.04658,17.35356,42.86602,8.94169,17.79699,19.86339,22.53504,17.93558,7.90331,31.01564,21.9875,26.43957,36.29405,39.02529,21.78635,38.25245,28.84973,15.89566,19.86315
"ABCC4",32.00713,24.99428,29.74812,27.94593,27.10076,40.06857,32.20123,39.27182,45.81842,32.21739,32.8478,23.11419,46.31879,24.59521,70.93091,40.64415,52.01067,65.84403,77.43303,19.76876,38.04492,48.36235,53.38852,37.52607,40.87851,55.50789,47.65138,64.99189,45.12158,70.54604,61.30583,36.57088,35.88014,43.64286,40.55955,115.43598,42.56619,84.60732,35.54378,30.51132,61.84788,57.20897,46.76434,44.24578,33.83084,57.02934,51.19413,29.82116,49.00696
"ABCC5",228.83552,227.29473,221.71642,295.30924,161.65177,278.0992,241.8713,324.41533,129.85242,222.93635,161.91268,245.81902,226.8814,110.65707,50.66493,154.39585,140.01023,86.39755,97.34678,108.90629,143.01822,93.73231,85.73177,101.55219,132.74433,107.14512,96.22073,73.72278,123.27335,103.06661,109.69599,50.40403,79.61423,109.10715,128.40196,125.25352,110.59651,83.97874,277.41902,110.27784,160.21302,77.06168,57.67455,297.91019,119.51498,123.79647,140.53131,68.32896,233.52847
"ABCC5-AS1",0.36021,0.81399,0.20658,1.25131,0.8469,0.40524,0.67589,1.22137,0.6042,1.19324,0.60485,0.83492,0.46701,0.55607,0.04585,0.25971,0.38491,0.27283,0.54501,0.48977,0.22565,0.22003,0.44306,0.37589,0.31036,0.21267,0.29208,0.25554,0.63195,0.18504,0.78541,0.41417,0.20668,0.50963,0.57126,0.22831,0.75589,0.08381,0.9298,0.16811,0.47147,0.13819,0.30795,0.98419,0.7085,0.48034,0.32325,0.49254,0.79789
"ABCC6",35.81505,75.79683,75.40321,89.208,56.42462,44.32365,96.70024,45.04985,30.91485,86.06218,55.64586,64.06939,75.06106,28.31658,16.27697,30.55886,37.33606,24.55509,27.16654,20.92639,9.88355,24.07116,20.91235,27.50241,15.20752,40.06777,31.12778,24.10577,31.59775,23.68497,31.98376,18.4304,20.08957,42.71626,19.59865,22.32919,34.58208,14.20598,61.11333,16.2643,28.8452,11.65368,15.00155,38.68297,47.55802,60.87205,14.99054,20.32854,67.35833
"ABCC6P1",5.35167,11.97044,15.029,12.98234,10.85089,8.05424,18.92486,4.74456,4.33009,15.3132,9.72407,10.94189,11.03839,5.09014,2.06328,4.80458,8.27552,7.09369,5.36623,3.65099,2.34678,6.42484,4.51919,3.50828,2.26118,6.16754,9.26323,2.34243,8.67885,5.78246,6.67601,3.81033,2.9349,7.82977,4.96558,4.42931,6.70854,3.0172,7.1003,2.77376,5.40044,2.85584,6.46694,8.17306,9.25477,4.41039,3.43449,2.64181,8.48278
"ABCC6P2",5.71189,14.173,9.60616,11.6789,11.16848,4.76162,16.70408,6.6236,4.88394,8.7504,6.51373,9.8433,7.1325,3.67859,2.98029,4.67472,11.49912,4.22893,7.7978,3.96266,4.33252,4.6206,6.33573,8.01893,1.99515,3.23264,7.59418,5.19594,5.81398,5.68994,9.77403,10.89257,4.58836,10.98021,7.25062,7.7627,8.17309,0.7543,6.59314,2.35349,8.74357,2.07279,4.75122,6.1191,5.13662,7.37975,1.01014,2.8657,4.53535
"ABCC8",1.33792,0.95764,0.77469,1.72055,1.58793,1.51967,1.78628,1.26835,1.2084,1.04408,0.97706,1.18647,1.27366,1.4971,0.64191,1.34182,1.01038,0.54567,1.5931,0.66786,1.39904,1.05614,1.10765,0.81442,0.35469,0.72309,1.29351,0.72402,1.26391,0.83267,1.35266,0.78692,1.19876,1.25091,1.14252,0.91326,0.66141,1.00573,1.47923,0.67243,1.37154,0.69093,0.79187,2.09675,1.06275,1.57202,0.7273,1.20897,1.63776
"ABCC9",7.87314,5.74581,6.04259,8.6549,7.35743,8.00358,5.93816,14.9853,9.76788,7.95491,7.58384,6.94305,9.59491,5.38956,14.6722,8.13749,6.63966,6.86633,6.95933,3.33932,6.90495,11.08946,8.41811,15.66197,15.69522,6.93317,29.29183,4.59969,8.29968,5.68994,6.54511,5.25991,8.97003,7.13482,14.1497,4.33798,7.46444,9.0516,11.53799,5.50549,7.072,6.58686,5.27913,19.76939,11.11458,23.53661,4.80829,20.41809,7.6849
"ABCD1",16.41523,7.80473,6.97221,7.82069,20.00798,11.34685,7.82099,5.82501,14.80287,6.41365,14.56284,6.23995,7.64196,10.90744,13.84689,9.60916,5.53305,9.09448,15.00868,5.25386,9.97382,19.49456,11.82965,8.7707,9.66542,19.14065,8.4287,11.1585,10.99602,20.16923,8.42137,13.87457,22.73511,10.1926,7.47034,7.94536,12.89741,14.58313,5.53655,10.12841,12.25814,24.13647,12.27399,17.28752,11.64596,6.98675,8.97008,9.5374,8.90272
"ABCD2",9.1596,12.0662,10.63908,11.41821,12.33296,12.61324,9.94521,12.11977,7.25039,12.72786,11.86429,9.66753,12.48187,8.12711,7.97801,11.85996,11.64346,9.77656,11.57093,5.96625,3.92634,10.03332,8.19658,10.58749,4.38934,7.57119,10.8071,9.32715,9.22654,8.32675,17.80269,13.08765,5.33242,14.50129,9.9751,11.78105,9.4959,4.31627,8.11463,5.33738,13.54396,4.83651,4.97119,10.3554,10.67177,9.99979,4.76788,8.37321,12.05227
"ABCD3",100.4468,107.15939,104.01511,90.98069,98.92835,147.50908,101.72112,113.16486,94.05364,98.59117,109.52369,79.58138,121.12512,86.10463,193.26036,173.65745,129.28092,228.27141,203.03636,53.82981,111.24642,122.51208,169.55838,168.08422,127.42391,155.93252,177.00275,220.9128,125.59051,201.22968,206.91264,170.01523,117.93322,155.02018,171.42233,181.46463,189.20931,178.6853,74.80677,128.09713,182.1148,137.44893,158.24207,112.41167,130.98381,160.30223,164.24951,111.22486,104.73296
"ABCD4",43.68818,47.54659,52.31743,46.19421,39.59251,38.90349,50.11226,52.70692,36.00019,45.44242,37.36089,39.50506,41.35151,31.18245,27.60207,34.71418,35.12284,35.96866,44.73256,23.28618,33.93806,38.24102,38.72329,41.84877,34.31667,43.8959,37.97089,35.43463,37.66452,40.0609,46.12118,28.9088,42.74201,44.80111,40.16406,39.54413,36.66078,39.9779,39.17846,40.55569,48.56109,36.43502,38.09776,42.32019,35.86778,49.82426,34.54694,53.91092,42.62388
"ABCE1",41.9386,42.66265,36.20387,37.27862,44.99149,45.69134,42.14644,37.29884,41.63938,37.23892,45.5961,38.09887,46.06406,44.65635,56.53381,56.35643,48.35405,63.97966,57.35159,26.58097,46.12326,47.74627,59.99008,66.53203,45.84423,48.48965,61.54622,72.14696,41.6669,53.80003,67.50187,62.95326,49.56254,56.47627,54.13799,65.06973,51.25895,42.32461,31.40194,33.62129,50.8327,52.78702,41.52919,53.70257,47.6023,45.85054,50.18398,64.34385,38.63445
"ABCF1",45.07758,41.99229,48.44398,44.42154,49.0672,48.37607,47.69837,42.65408,66.36118,38.23329,57.73956,42.27348,44.19602,48.76266,59.10145,49.51746,41.47381,56.43122,53.82999,24.08763,57.63152,68.51698,62.38259,44.54263,60.91874,54.23182,49.4456,66.26958,53.58979,63.42206,48.65194,56.6165,68.66005,56.10563,48.51327,44.33873,53.52662,72.87374,33.38832,55.30702,60.69065,71.94879,63.08566,50.49325,61.86084,56.33066,66.87158,74.06034,45.39547
"ABCF2",31.28671,36.34226,32.38206,32.06483,31.70577,35.91481,39.00839,28.27947,34.33864,28.19021,41.59481,31.50737,34.43129,36.10149,48.14315,34.88732,29.253,41.78913,47.75107,20.03591,32.85493,37.62494,44.61596,38.65373,38.21831,43.38548,36.84428,55.19626,33.11444,42.60518,39.44518,44.1087,37.9883,42.94791,31.50726,41.87294,39.02294,37.715,24.51295,31.01564,36.34581,38.41569,35.81013,34.48946,38.61321,32.79406,33.90045,37.79138,29.39578
"ABCF3",43.32798,48.36058,51.07793,45.04717,44.99149,49.8451,49.24326,51.10974,43.95547,44.44806,50.52792,47.98612,49.24821,41.19163,45.39211,59.47292,40.51155,52.3842,54.03962,28.54004,50.68143,55.75532,56.13548,58.45046,55.50965,55.16761,43.18667,53.19454,46.8068,58.00966,61.00039,55.16694,52.37343,50.12906,49.52396,53.06037,53.29041,54.01626,36.17774,54.76068,59.96202,56.84047,48.61203,46.68486,47.15948,49.60592,58.30554,46.38847,43.67373
"ABCG1",84.64907,39.02364,32.43371,45.46428,131.16342,41.03103,43.83616,29.68875,88.86759,33.55978,84.95763,47.59063,41.09678,85.33469,111.18775,40.42773,23.52749,60.84206,60.99895,29.43052,76.72167,68.561,76.8263,40.84641,59.76598,74.73362,50.32186,85.77566,51.65178,106.02723,47.56111,122.80028,50.38927,63.88907,42.58094,47.44382,64.58156,94.49703,22.99146,38.87462,65.40532,75.67982,58.20246,91.05902,47.91227,35.15208,80.56913,42.35858,37.71059
"ABCG2",6.53522,2.25044,2.0142,2.39834,9.47468,2.93802,1.15866,3.05343,6.69654,2.7345,9.49143,2.19717,4.03326,5.09014,0.41266,1.64481,1.20284,1.04587,1.63502,1.78097,1.21852,1.36418,1.10765,1.69149,1.24143,0.8507,0.9597,0.93697,1.938,1.38779,1.87626,0.70408,1.48812,1.48256,1.18647,0.77627,1.03935,0.79621,1.77508,1.4289,0.72863,1.79642,1.01183,8.34422,1.23987,1.74669,1.13136,2.19405,3.94743
"ABCG4",1.74959,1.34069,2.0142,1.66841,2.27604,2.17819,1.93111,2.01996,2.06435,2.13788,2.0937,2.54871,1.86804,1.45433,0.45851,2.29408,0.86604,1.04587,1.80272,0.97953,1.35391,1.67222,1.32917,0.62648,1.01975,1.74393,1.33524,0.72402,1.938,1.66535,1.789,0.78692,1.98416,1.29724,1.66984,0.54796,1.79524,1.34098,2.4513,1.34485,2.44306,1.19761,1.01183,2.09675,1.37272,1.52835,1.69704,1.79106,1.34381
"ABCG5",0.82333,0.81399,0.72304,1.45986,1.37621,1.16508,1.06211,1.22137,0.65455,1.44183,0.93053,1.18647,0.97647,0.94103,0.45851,0.51941,1.01038,0.63661,0.7127,0.35619,0.36104,0.88012,0.7532,0.31324,0.53204,0.29774,0.66762,0.34072,0.969,0.60138,0.95995,0.53842,0.70272,1.29724,0.6152,0.54796,0.85038,0.67049,0.71848,0.29419,0.64291,1.05943,0.39594,0.85582,1.19559,0.52401,0.48487,0.89553,0.88187
"ABCG8",0.87479,0.47882,0.87798,0.93848,0.63517,0.65852,0.67589,0.32883,0.7049,0.64634,0.79095,1.0107,0.50946,0.38497,0.45851,0.5627,0.38491,0.27283,0.58693,0.1781,0.54156,0.83611,0.62028,0.56383,0.4877,0.59549,0.37554,0.63885,0.46343,0.50886,0.34907,0.16567,0.62005,0.37064,0.48337,0.41097,0.85038,0.67049,0.59169,0.16811,0.77149,0.3685,0.17597,0.98419,0.48709,0.56767,0.52528,0.89553,0.37795
"ABHD1",1.95542,2.87291,2.32407,3.18041,2.01138,1.8236,2.70355,2.63065,1.8126,2.68478,2.46591,2.50477,2.71714,1.88207,0.82531,1.9478,1.82831,1.3187,2.18003,1.11311,1.12826,1.98026,1.86084,0.56383,1.64046,2.29688,1.37697,0.63885,2.7806,1.80413,2.35624,0.57983,2.19084,1.99219,1.6259,1.14157,1.60627,1.88575,2.9162,1.2608,2.4002,1.10549,0.6159,1.92559,2.3469,2.5327,1.05055,2.23883,2.43565
"ABHD10",28.09629,36.00709,28.50861,31.69986,28.3711,30.95057,34.56684,33.63472,24.11761,30.67612,32.89433,32.3423,33.83692,28.74432,34.57137,35.27688,32.57283,40.37949,34.62896,16.07325,30.46302,18.35041,31.54575,44.29204,20.9713,30.79518,33.13064,43.95258,26.6685,31.96545,40.18695,31.3938,18.18809,29.51221,34.53934,38.53954,31.84197,24.72428,21.00507,26.77096,35.01713,20.22121,20.10471,34.44667,23.77901,28.03433,30.34474,28.34353,30.06768
"ABHD11",45.9009,78.71762,83.61493,138.79117,55.2072,63.37015,129.14286,64.77972,63.23949,59.8607,91.51789,121.23966,62.62165,64.63194,40.6695,84.31823,70.87116,53.56648,65.35901,48.97666,72.25376,74.32576,68.4968,47.86297,93.50628,66.14159,56.83115,52.30016,115.26858,55.23408,62.44032,54.91844,71.80162,52.16758,69.34233,41.5533,64.86502,73.37663,55.3232,94.18165,79.12072,59.92663,57.10264,59.60771,74.25958,65.93745,59.47731,57.04528,74.58129
"ABHD12",37.71901,28.8727,26.59771,26.1211,34.56405,29.68418,30.22184,25.55487,28.90085,26.30092,30.89368,24.7401,26.61951,30.28419,33.3334,34.28133,25.40392,37.96945,31.56853,17.94327,29.42502,30.54001,32.96353,28.81802,34.53835,35.2188,26.12063,36.96786,25.61524,38.11799,31.59105,34.16871,24.42991,26.8714,31.19965,27.58043,24.84996,30.9263,26.24577,35.26033,34.11706,26.85413,33.34654,40.82251,25.55026,33.09973,40.28456,23.32856,33.63717
"ABHD12B",34.014,49.07881,40.64543,61.47062,39.80424,23.20026,53.10548,52.09623,18.78052,27.49416,37.12825,37.79127,51.20116,21.64379,17.60664,32.54995,63.07677,13.32341,18.69796,19.99138,12.54625,20.37467,34.78007,43.16438,18.04507,14.46183,41.68452,44.20811,38.71777,23.40741,35.64901,22.90339,17.40269,46.56165,41.48236,41.37065,22.53504,8.54873,30.47214,45.89307,29.40239,1.65823,18.78492,30.21037,20.76789,47.85923,12.97026,19.70167,31.62146
"ABHD13",21.04649,21.69044,20.50348,18.71752,23.50144,24.36534,23.65608,21.74983,23.91621,20.08615,24.00774,21.31252,23.09571,24.55244,37.18485,28.82748,22.51711,41.5163,31.48468,12.77846,28.2065,30.80404,39.5651,36.52371,29.26228,30.02956,32.25439,31.81451,24.68837,37.70165,31.46015,40.13271,32.28386,30.39248,34.31962,26.34753,36.80251,31.42917,16.35606,21.01331,25.67352,35.60591,32.11474,24.30523,26.21447,25.23963,30.42555,39.8511,21.29094
"ABHD14A",10.65189,19.6794,20.45183,19.2389,19.58453,13.77832,18.87658,12.54256,8.55948,18.29629,16.84264,17.70916,14.18009,9.92363,9.81203,17.74665,18.76426,11.18621,14.88291,8.9939,7.67217,8.62513,10.27895,12.34163,8.11363,11.27172,14.06175,14.0546,11.16454,10.73225,18.84991,12.05224,6.73786,13.20405,13.8421,16.52999,10.58249,7.24966,11.8761,13.19636,16.07273,5.34319,10.20633,13.52192,12.53158,13.27482,10.14185,9.5374,17.34351
"ABHD14A-ACY1",7.6673,3.06443,2.5823,5.99586,5.71657,5.31884,4.15188,9.63005,4.27974,6.46336,3.21034,6.10812,5.05219,2.43813,1.97158,5.15086,4.37833,2.31909,2.97658,2.35978,3.47504,5.23669,6.51296,4.76124,2.08383,4.38108,4.38126,3.87566,4.1709,1.75787,8.85771,2.69208,2.23217,7.8761,1.80167,2.14616,3.25979,2.97529,6.04371,1.97525,4.88611,2.21097,3.78338,8.08748,2.74543,3.93005,1.49501,4.79109,7.13898
"ABHD14B",52.6934,56.06955,47.72094,49.79172,42.87424,51.77002,41.76021,51.43857,39.12188,41.91243,40.19901,46.75571,43.21955,36.14427,37.2307,51.46528,46.42951,32.74012,48.58954,27.42693,37.09718,36.21675,40.3183,57.00956,44.33678,47.38375,47.65138,52.51311,40.86642,42.79022,59.90954,39.80137,25.83535,52.49189,47.23891,59.63584,36.61354,36.45784,41.03807,57.32431,49.97549,35.42166,41.57319,55.67095,40.16305,51.22161,43.23419,47.10489,52.28249
"ABHD15",24.75149,22.21714,19.72878,26.32966,25.03644,22.08584,23.65608,15.59599,18.42807,18.99235,19.16897,23.7294,20.16629,17.15249,28.79419,22.16167,15.63688,26.05568,31.65238,11.70988,19.49633,27.54762,24.58973,25.99886,21.68069,28.20056,21.48902,28.961,19.67486,26.78436,16.45003,21.16389,18.64279,28.02965,18.89557,22.6945,23.43266,20.3661,16.86322,17.14686,24.602,18.2866,19.92873,21.78056,20.10367,17.51054,22.70805,20.95541,20.61904
"ABHD16A",62.41905,67.75271,58.66988,56.25684,64.62893,63.52212,70.82338,49.32465,63.94438,46.08877,58.80966,54.84129,53.32393,48.71992,59.19316,62.58941,49.605,69.25447,85.35662,39.09228,55.46527,80.61858,77.18073,80.12662,57.37179,76.435,61.0455,68.61202,60.62555,79.56668,69.90173,74.59133,85.85606,77.92706,63.05847,65.57203,69.8728,66.08505,45.51801,65.39342,69.51994,75.91012,68.3648,59.39375,70.71707,69.12514,53.86092,57.35871,61.18522
"ABHD16B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABHD17A",61.853,46.15802,42.2981,43.53517,56.15996,49.54117,54.55381,42.0434,59.56395,41.41525,51.22582,51.06216,42.4129,57.74528,65.88734,68.38953,42.821,49.2466,84.18274,32.28007,56.54838,124.9324,62.07246,48.48945,65.30808,85.79266,53.91032,53.40749,65.0071,79.93676,49.0883,53.22036,61.71549,73.61837,52.5121,51.59915,62.31388,72.74805,32.41627,62.66169,59.19052,89.2681,74.03987,52.33326,39.89737,37.07344,41.61796,90.80677,47.45319
"ABHD17B",30.72067,46.25378,37.23679,45.41214,34.51112,38.54891,42.67749,38.94299,27.7428,39.9237,38.38447,37.26395,39.05892,28.57322,25.85975,43.19794,43.35025,39.92476,42.25907,18.87828,50.13987,41.23341,39.65371,47.17384,43.71607,32.49657,44.56364,35.69017,49.54527,41.95755,49.26284,46.01387,32.49054,46.00569,42.88854,44.84103,45.21181,32.77015,30.81025,27.82162,34.67425,43.75887,35.94211,35.55923,46.27386,36.89877,30.42555,39.8511,32.88128
"ABHD17C",22.6417,31.79349,28.0438,34.72386,26.41265,32.87548,29.25629,29.68875,28.5484,26.74838,33.77834,38.97774,29.88857,24.42411,74.278,53.80265,37.72097,55.74915,49.00878,16.74111,102.53626,46.91016,44.57166,54.06511,83.84086,42.61985,47.44275,60.13666,42.04607,59.35119,52.66629,56.8236,43.0727,41.60434,52.55604,48.9507,42.61343,52.13051,24.3439,48.7929,40.28899,56.65623,45.53254,29.44013,40.2959,40.82882,54.14375,25.65694,25.7843
